,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
id,889656406185476102,889656406185476102,duckling,sleepybum_,"Carlsbad, CA",01d4e349481265e8,Male | 17 | Straight (i will kiss a homie tho),,,False,3,65,0,Tue Jul 25 01:19:51 +0000 2017,447,,,True,False,303,,1338579866199834624,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1311389618474872832/oblqoD_O_normal.jpg,https://pbs.twimg.com/profile_images/1311389618474872832/oblqoD_O_normal.jpg,https://pbs.twimg.com/profile_banners/889656406185476102/1601494624,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
url,889656406185476102,889656406185476102,duckling,sleepybum_,"Carlsbad, CA",https://api.twitter.com/1.1/geo/id/01d4e349481265e8.json,Male | 17 | Straight (i will kiss a homie tho),,,False,3,65,0,Tue Jul 25 01:19:51 +0000 2017,447,,,True,False,303,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1311389618474872832/oblqoD_O_normal.jpg,https://pbs.twimg.com/profile_images/1311389618474872832/oblqoD_O_normal.jpg,https://pbs.twimg.com/profile_banners/889656406185476102/1601494624,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
place_type,889656406185476102,889656406185476102,duckling,sleepybum_,"Carlsbad, CA",unknown,Male | 17 | Straight (i will kiss a homie tho),,,False,3,65,0,Tue Jul 25 01:19:51 +0000 2017,447,,,True,False,303,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1311389618474872832/oblqoD_O_normal.jpg,https://pbs.twimg.com/profile_images/1311389618474872832/oblqoD_O_normal.jpg,https://pbs.twimg.com/profile_banners/889656406185476102/1601494624,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
name,889656406185476102,889656406185476102,duckling,sleepybum_,"Carlsbad, CA","Carlsbad, CA",Male | 17 | Straight (i will kiss a homie tho),,,False,3,65,0,Tue Jul 25 01:19:51 +0000 2017,447,,,True,False,303,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1311389618474872832/oblqoD_O_normal.jpg,https://pbs.twimg.com/profile_images/1311389618474872832/oblqoD_O_normal.jpg,https://pbs.twimg.com/profile_banners/889656406185476102/1601494624,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
full_name,889656406185476102,889656406185476102,duckling,sleepybum_,"Carlsbad, CA","Carlsbad, CA",Male | 17 | Straight (i will kiss a homie tho),,,False,3,65,0,Tue Jul 25 01:19:51 +0000 2017,447,,,True,False,303,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1311389618474872832/oblqoD_O_normal.jpg,https://pbs.twimg.com/profile_images/1311389618474872832/oblqoD_O_normal.jpg,https://pbs.twimg.com/profile_banners/889656406185476102/1601494624,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
country_code,889656406185476102,889656406185476102,duckling,sleepybum_,"Carlsbad, CA",,Male | 17 | Straight (i will kiss a homie tho),,,False,3,65,0,Tue Jul 25 01:19:51 +0000 2017,447,,,True,False,303,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1311389618474872832/oblqoD_O_normal.jpg,https://pbs.twimg.com/profile_images/1311389618474872832/oblqoD_O_normal.jpg,https://pbs.twimg.com/profile_banners/889656406185476102/1601494624,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
country,889656406185476102,889656406185476102,duckling,sleepybum_,"Carlsbad, CA",,Male | 17 | Straight (i will kiss a homie tho),,,False,3,65,0,Tue Jul 25 01:19:51 +0000 2017,447,,,True,False,303,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1311389618474872832/oblqoD_O_normal.jpg,https://pbs.twimg.com/profile_images/1311389618474872832/oblqoD_O_normal.jpg,https://pbs.twimg.com/profile_banners/889656406185476102/1601494624,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
contained_within,889656406185476102,889656406185476102,duckling,sleepybum_,"Carlsbad, CA",[],Male | 17 | Straight (i will kiss a homie tho),,,False,3,65,0,Tue Jul 25 01:19:51 +0000 2017,447,,,True,False,303,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1311389618474872832/oblqoD_O_normal.jpg,https://pbs.twimg.com/profile_images/1311389618474872832/oblqoD_O_normal.jpg,https://pbs.twimg.com/profile_banners/889656406185476102/1601494624,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
bounding_box,889656406185476102,889656406185476102,duckling,sleepybum_,"Carlsbad, CA",,Male | 17 | Straight (i will kiss a homie tho),,,False,3,65,0,Tue Jul 25 01:19:51 +0000 2017,447,,,True,False,303,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1311389618474872832/oblqoD_O_normal.jpg,https://pbs.twimg.com/profile_images/1311389618474872832/oblqoD_O_normal.jpg,https://pbs.twimg.com/profile_banners/889656406185476102/1601494624,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
attributes,889656406185476102,889656406185476102,duckling,sleepybum_,"Carlsbad, CA",{},Male | 17 | Straight (i will kiss a homie tho),,,False,3,65,0,Tue Jul 25 01:19:51 +0000 2017,447,,,True,False,303,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1311389618474872832/oblqoD_O_normal.jpg,https://pbs.twimg.com/profile_images/1311389618474872832/oblqoD_O_normal.jpg,https://pbs.twimg.com/profile_banners/889656406185476102/1601494624,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
