,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
url,444121641,444121641,olivi-ugh 🔪,0livi_ugh,just blew in from stupid town,,this is my downward spiral to self-discovery  bot: @0livb0t | alt: @0livi_alt,https://t.co/an07HC1jET,"{'urls': [{'url': 'https://t.co/an07HC1jET', 'expanded_url': 'https://www.paypal.me/oliviamason13', 'display_url': 'paypal.me/oliviamason13', 'indices': [0, 23]}]}",False,3475,149,13,Thu Dec 22 22:40:20 +0000 2011,14013,,,True,False,26514,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1313226036679716865/YNgA6c-D_normal.jpg,https://pbs.twimg.com/profile_images/1313226036679716865/YNgA6c-D_normal.jpg,https://pbs.twimg.com/profile_banners/444121641/1570079064,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
description,444121641,444121641,olivi-ugh 🔪,0livi_ugh,just blew in from stupid town,,this is my downward spiral to self-discovery  bot: @0livb0t | alt: @0livi_alt,https://t.co/an07HC1jET,{'urls': []},False,3475,149,13,Thu Dec 22 22:40:20 +0000 2011,14013,,,True,False,26514,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1313226036679716865/YNgA6c-D_normal.jpg,https://pbs.twimg.com/profile_images/1313226036679716865/YNgA6c-D_normal.jpg,https://pbs.twimg.com/profile_banners/444121641/1570079064,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
created_at,444121641,444121641,olivi-ugh 🔪,0livi_ugh,just blew in from stupid town,,this is my downward spiral to self-discovery  bot: @0livb0t | alt: @0livi_alt,https://t.co/an07HC1jET,,False,3475,149,13,Thu Dec 22 22:40:20 +0000 2011,14013,,,True,False,26514,,Mon Dec 14 07:18:18 +0000 2020,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1313226036679716865/YNgA6c-D_normal.jpg,https://pbs.twimg.com/profile_images/1313226036679716865/YNgA6c-D_normal.jpg,https://pbs.twimg.com/profile_banners/444121641/1570079064,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id,444121641,444121641,olivi-ugh 🔪,0livi_ugh,just blew in from stupid town,,this is my downward spiral to self-discovery  bot: @0livb0t | alt: @0livi_alt,https://t.co/an07HC1jET,,False,3475,149,13,Thu Dec 22 22:40:20 +0000 2011,14013,,,True,False,26514,,1338382794838380546,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1313226036679716865/YNgA6c-D_normal.jpg,https://pbs.twimg.com/profile_images/1313226036679716865/YNgA6c-D_normal.jpg,https://pbs.twimg.com/profile_banners/444121641/1570079064,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id_str,444121641,444121641,olivi-ugh 🔪,0livi_ugh,just blew in from stupid town,,this is my downward spiral to self-discovery  bot: @0livb0t | alt: @0livi_alt,https://t.co/an07HC1jET,,False,3475,149,13,Thu Dec 22 22:40:20 +0000 2011,14013,,,True,False,26514,,1338382794838380546,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1313226036679716865/YNgA6c-D_normal.jpg,https://pbs.twimg.com/profile_images/1313226036679716865/YNgA6c-D_normal.jpg,https://pbs.twimg.com/profile_banners/444121641/1570079064,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
text,444121641,444121641,olivi-ugh 🔪,0livi_ugh,just blew in from stupid town,,this is my downward spiral to self-discovery  bot: @0livb0t | alt: @0livi_alt,https://t.co/an07HC1jET,,False,3475,149,13,Thu Dec 22 22:40:20 +0000 2011,14013,,,True,False,26514,,@notsuzal i have been in the Real world 🥴,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1313226036679716865/YNgA6c-D_normal.jpg,https://pbs.twimg.com/profile_images/1313226036679716865/YNgA6c-D_normal.jpg,https://pbs.twimg.com/profile_banners/444121641/1570079064,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
truncated,444121641,444121641,olivi-ugh 🔪,0livi_ugh,just blew in from stupid town,,this is my downward spiral to self-discovery  bot: @0livb0t | alt: @0livi_alt,https://t.co/an07HC1jET,,False,3475,149,13,Thu Dec 22 22:40:20 +0000 2011,14013,,,True,False,26514,,False,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1313226036679716865/YNgA6c-D_normal.jpg,https://pbs.twimg.com/profile_images/1313226036679716865/YNgA6c-D_normal.jpg,https://pbs.twimg.com/profile_banners/444121641/1570079064,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
entities,444121641,444121641,olivi-ugh 🔪,0livi_ugh,just blew in from stupid town,,this is my downward spiral to self-discovery  bot: @0livb0t | alt: @0livi_alt,https://t.co/an07HC1jET,,False,3475,149,13,Thu Dec 22 22:40:20 +0000 2011,14013,,,True,False,26514,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'notsuzal', 'name': 's', 'id': 547043733, 'id_str': '547043733', 'indices': [0, 9]}], 'urls': []}",False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1313226036679716865/YNgA6c-D_normal.jpg,https://pbs.twimg.com/profile_images/1313226036679716865/YNgA6c-D_normal.jpg,https://pbs.twimg.com/profile_banners/444121641/1570079064,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
source,444121641,444121641,olivi-ugh 🔪,0livi_ugh,just blew in from stupid town,,this is my downward spiral to self-discovery  bot: @0livb0t | alt: @0livi_alt,https://t.co/an07HC1jET,,False,3475,149,13,Thu Dec 22 22:40:20 +0000 2011,14013,,,True,False,26514,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1313226036679716865/YNgA6c-D_normal.jpg,https://pbs.twimg.com/profile_images/1313226036679716865/YNgA6c-D_normal.jpg,https://pbs.twimg.com/profile_banners/444121641/1570079064,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id,444121641,444121641,olivi-ugh 🔪,0livi_ugh,just blew in from stupid town,,this is my downward spiral to self-discovery  bot: @0livb0t | alt: @0livi_alt,https://t.co/an07HC1jET,,False,3475,149,13,Thu Dec 22 22:40:20 +0000 2011,14013,,,True,False,26514,,1338382647312060418,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1313226036679716865/YNgA6c-D_normal.jpg,https://pbs.twimg.com/profile_images/1313226036679716865/YNgA6c-D_normal.jpg,https://pbs.twimg.com/profile_banners/444121641/1570079064,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
