,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
description,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,{'urls': []},False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
created_at,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,Thu Dec 10 07:30:14 +0000 2020,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
id,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,1336936246426406917,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
id_str,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,1336936246426406917,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
text,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,RT @sarahcastiic: i think about this a lot https://t.co/56FQK8tKhd,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
truncated,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,False,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
entities,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'sarahcastiic', 'name': '\u200f﮼سارة 🇮🇶', 'id': 1144694826388152326, 'id_str': '1144694826388152326', 'indices': [3, 16]}], 'urls': [], 'media': [{'id': 1335973240771121155, 'id_str': '1335973240771121155', 'indices': [43, 66], 'media_url': 'http://pbs.twimg.com/media/EopUlY2XEAMKGQO.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EopUlY2XEAMKGQO.jpg', 'url': 'https://t.co/56FQK8tKhd', 'display_url': 'pic.twitter.com/56FQK8tKhd', 'expanded_url': 'https://twitter.com/sarahcastiic/status/1335973243803623426/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 380, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 827, 'h': 1478, 'resize': 'fit'}, 'medium': {'w': 671, 'h': 1200, 'resize': 'fit'}}, 'source_status_id': 1335973243803623426, 'source_status_id_str': '1335973243803623426', 'source_user_id': 1144694826388152326, 'source_user_id_str': '1144694826388152326'}]}",False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
extended_entities,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,"{'media': [{'id': 1335973240771121155, 'id_str': '1335973240771121155', 'indices': [43, 66], 'media_url': 'http://pbs.twimg.com/media/EopUlY2XEAMKGQO.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EopUlY2XEAMKGQO.jpg', 'url': 'https://t.co/56FQK8tKhd', 'display_url': 'pic.twitter.com/56FQK8tKhd', 'expanded_url': 'https://twitter.com/sarahcastiic/status/1335973243803623426/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 380, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 827, 'h': 1478, 'resize': 'fit'}, 'medium': {'w': 671, 'h': 1200, 'resize': 'fit'}}, 'source_status_id': 1335973243803623426, 'source_status_id_str': '1335973243803623426', 'source_user_id': 1144694826388152326, 'source_user_id_str': '1144694826388152326'}]}",False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
source,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
in_reply_to_status_id,1134544901885087745,1134544901885087745,whitewashed hispanic,gurblin,,,A disgruntled college student suffering from senioritis since 8th grade | “Gurblin’s the smoothest Mexican this side of the border”,,,False,25,79,0,Fri May 31 19:39:18 +0000 2019,853,,,False,False,380,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_images/1331149000091848705/IzoVH7dq_normal.jpg,https://pbs.twimg.com/profile_banners/1134544901885087745/1578280016,FF0015,000000,000000,000000,False,True,False,False,False,False,False,none
