,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
url,1002454748023443458,1002454748023443458,Ziggma | Better Portfolio Management,Ziggma_PM,Free & Seeking User Feedback,,"Portfolio analytics, monitoring, and optimization. Proprietary stock ratings. Fastest screener on the market. KPIs for banks, REITs, insurance. ESG scores.",https://t.co/CDDZO9omdk,"{'urls': [{'url': 'https://t.co/CDDZO9omdk', 'expanded_url': 'https://ziggma.com/', 'display_url': 'ziggma.com', 'indices': [0, 23]}]}",False,76,744,0,Fri Jun 01 07:40:11 +0000 2018,108,,,False,False,210,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_banners/1002454748023443458/1607013240,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
description,1002454748023443458,1002454748023443458,Ziggma | Better Portfolio Management,Ziggma_PM,Free & Seeking User Feedback,,"Portfolio analytics, monitoring, and optimization. Proprietary stock ratings. Fastest screener on the market. KPIs for banks, REITs, insurance. ESG scores.",https://t.co/CDDZO9omdk,{'urls': []},False,76,744,0,Fri Jun 01 07:40:11 +0000 2018,108,,,False,False,210,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_banners/1002454748023443458/1607013240,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
created_at,1002454748023443458,1002454748023443458,Ziggma | Better Portfolio Management,Ziggma_PM,Free & Seeking User Feedback,,"Portfolio analytics, monitoring, and optimization. Proprietary stock ratings. Fastest screener on the market. KPIs for banks, REITs, insurance. ESG scores.",https://t.co/CDDZO9omdk,,False,76,744,0,Fri Jun 01 07:40:11 +0000 2018,108,,,False,False,210,,Wed Dec 16 02:57:26 +0000 2020,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_banners/1002454748023443458/1607013240,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
id,1002454748023443458,1002454748023443458,Ziggma | Better Portfolio Management,Ziggma_PM,Free & Seeking User Feedback,,"Portfolio analytics, monitoring, and optimization. Proprietary stock ratings. Fastest screener on the market. KPIs for banks, REITs, insurance. ESG scores.",https://t.co/CDDZO9omdk,,False,76,744,0,Fri Jun 01 07:40:11 +0000 2018,108,,,False,False,210,,1339041919096270849,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_banners/1002454748023443458/1607013240,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
id_str,1002454748023443458,1002454748023443458,Ziggma | Better Portfolio Management,Ziggma_PM,Free & Seeking User Feedback,,"Portfolio analytics, monitoring, and optimization. Proprietary stock ratings. Fastest screener on the market. KPIs for banks, REITs, insurance. ESG scores.",https://t.co/CDDZO9omdk,,False,76,744,0,Fri Jun 01 07:40:11 +0000 2018,108,,,False,False,210,,1339041919096270849,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_banners/1002454748023443458/1607013240,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
text,1002454748023443458,1002454748023443458,Ziggma | Better Portfolio Management,Ziggma_PM,Free & Seeking User Feedback,,"Portfolio analytics, monitoring, and optimization. Proprietary stock ratings. Fastest screener on the market. KPIs for banks, REITs, insurance. ESG scores.",https://t.co/CDDZO9omdk,,False,76,744,0,Fri Jun 01 07:40:11 +0000 2018,108,,,False,False,210,,@Budgetdog_ This may seem discouraging for those entering the world of investing who want to take it to the next le… https://t.co/T6JfuDAOqY,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_banners/1002454748023443458/1607013240,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
truncated,1002454748023443458,1002454748023443458,Ziggma | Better Portfolio Management,Ziggma_PM,Free & Seeking User Feedback,,"Portfolio analytics, monitoring, and optimization. Proprietary stock ratings. Fastest screener on the market. KPIs for banks, REITs, insurance. ESG scores.",https://t.co/CDDZO9omdk,,False,76,744,0,Fri Jun 01 07:40:11 +0000 2018,108,,,False,False,210,,True,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_banners/1002454748023443458/1607013240,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
entities,1002454748023443458,1002454748023443458,Ziggma | Better Portfolio Management,Ziggma_PM,Free & Seeking User Feedback,,"Portfolio analytics, monitoring, and optimization. Proprietary stock ratings. Fastest screener on the market. KPIs for banks, REITs, insurance. ESG scores.",https://t.co/CDDZO9omdk,,False,76,744,0,Fri Jun 01 07:40:11 +0000 2018,108,,,False,False,210,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Budgetdog_', 'name': 'Brennan Schlagbaum, CPA', 'id': 342811359, 'id_str': '342811359', 'indices': [0, 11]}], 'urls': [{'url': 'https://t.co/T6JfuDAOqY', 'expanded_url': 'https://twitter.com/i/web/status/1339041919096270849', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_banners/1002454748023443458/1607013240,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
source,1002454748023443458,1002454748023443458,Ziggma | Better Portfolio Management,Ziggma_PM,Free & Seeking User Feedback,,"Portfolio analytics, monitoring, and optimization. Proprietary stock ratings. Fastest screener on the market. KPIs for banks, REITs, insurance. ESG scores.",https://t.co/CDDZO9omdk,,False,76,744,0,Fri Jun 01 07:40:11 +0000 2018,108,,,False,False,210,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_banners/1002454748023443458/1607013240,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
in_reply_to_status_id,1002454748023443458,1002454748023443458,Ziggma | Better Portfolio Management,Ziggma_PM,Free & Seeking User Feedback,,"Portfolio analytics, monitoring, and optimization. Proprietary stock ratings. Fastest screener on the market. KPIs for banks, REITs, insurance. ESG scores.",https://t.co/CDDZO9omdk,,False,76,744,0,Fri Jun 01 07:40:11 +0000 2018,108,,,False,False,210,,1338917658792767488,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_banners/1002454748023443458/1607013240,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
in_reply_to_status_id_str,1002454748023443458,1002454748023443458,Ziggma | Better Portfolio Management,Ziggma_PM,Free & Seeking User Feedback,,"Portfolio analytics, monitoring, and optimization. Proprietary stock ratings. Fastest screener on the market. KPIs for banks, REITs, insurance. ESG scores.",https://t.co/CDDZO9omdk,,False,76,744,0,Fri Jun 01 07:40:11 +0000 2018,108,,,False,False,210,,1338917658792767488,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_banners/1002454748023443458/1607013240,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
in_reply_to_user_id,1002454748023443458,1002454748023443458,Ziggma | Better Portfolio Management,Ziggma_PM,Free & Seeking User Feedback,,"Portfolio analytics, monitoring, and optimization. Proprietary stock ratings. Fastest screener on the market. KPIs for banks, REITs, insurance. ESG scores.",https://t.co/CDDZO9omdk,,False,76,744,0,Fri Jun 01 07:40:11 +0000 2018,108,,,False,False,210,,342811359,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_banners/1002454748023443458/1607013240,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
in_reply_to_user_id_str,1002454748023443458,1002454748023443458,Ziggma | Better Portfolio Management,Ziggma_PM,Free & Seeking User Feedback,,"Portfolio analytics, monitoring, and optimization. Proprietary stock ratings. Fastest screener on the market. KPIs for banks, REITs, insurance. ESG scores.",https://t.co/CDDZO9omdk,,False,76,744,0,Fri Jun 01 07:40:11 +0000 2018,108,,,False,False,210,,342811359,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_banners/1002454748023443458/1607013240,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
in_reply_to_screen_name,1002454748023443458,1002454748023443458,Ziggma | Better Portfolio Management,Ziggma_PM,Free & Seeking User Feedback,,"Portfolio analytics, monitoring, and optimization. Proprietary stock ratings. Fastest screener on the market. KPIs for banks, REITs, insurance. ESG scores.",https://t.co/CDDZO9omdk,,False,76,744,0,Fri Jun 01 07:40:11 +0000 2018,108,,,False,False,210,,Budgetdog_,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_banners/1002454748023443458/1607013240,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
geo,1002454748023443458,1002454748023443458,Ziggma | Better Portfolio Management,Ziggma_PM,Free & Seeking User Feedback,,"Portfolio analytics, monitoring, and optimization. Proprietary stock ratings. Fastest screener on the market. KPIs for banks, REITs, insurance. ESG scores.",https://t.co/CDDZO9omdk,,False,76,744,0,Fri Jun 01 07:40:11 +0000 2018,108,,,False,False,210,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_banners/1002454748023443458/1607013240,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
coordinates,1002454748023443458,1002454748023443458,Ziggma | Better Portfolio Management,Ziggma_PM,Free & Seeking User Feedback,,"Portfolio analytics, monitoring, and optimization. Proprietary stock ratings. Fastest screener on the market. KPIs for banks, REITs, insurance. ESG scores.",https://t.co/CDDZO9omdk,,False,76,744,0,Fri Jun 01 07:40:11 +0000 2018,108,,,False,False,210,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_banners/1002454748023443458/1607013240,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
place,1002454748023443458,1002454748023443458,Ziggma | Better Portfolio Management,Ziggma_PM,Free & Seeking User Feedback,,"Portfolio analytics, monitoring, and optimization. Proprietary stock ratings. Fastest screener on the market. KPIs for banks, REITs, insurance. ESG scores.",https://t.co/CDDZO9omdk,,False,76,744,0,Fri Jun 01 07:40:11 +0000 2018,108,,,False,False,210,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_images/1323962484454236164/tptO6GLQ_normal.jpg,https://pbs.twimg.com/profile_banners/1002454748023443458/1607013240,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
