,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
description,1159271529554808832,1159271529554808832,Eric Jones the August Head,SwiftNWineTime,,,Die Hard Swiftie 🏳️‍🌈 also professional cat and wine lover | Saw her live twice 1989/Rep Pitt. Lover Fest East Night 2 🥳,,{'urls': []},False,2015,2027,14,Thu Aug 08 01:14:05 +0000 2019,8378,,,False,False,4231,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1295577093468717056/qO_wC7kW_normal.jpg,https://pbs.twimg.com/profile_images/1295577093468717056/qO_wC7kW_normal.jpg,https://pbs.twimg.com/profile_banners/1159271529554808832/1565715838,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
created_at,1159271529554808832,1159271529554808832,Eric Jones the August Head,SwiftNWineTime,,,Die Hard Swiftie 🏳️‍🌈 also professional cat and wine lover | Saw her live twice 1989/Rep Pitt. Lover Fest East Night 2 🥳,,,False,2015,2027,14,Thu Aug 08 01:14:05 +0000 2019,8378,,,False,False,4231,,Wed Dec 16 01:21:02 +0000 2020,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1295577093468717056/qO_wC7kW_normal.jpg,https://pbs.twimg.com/profile_images/1295577093468717056/qO_wC7kW_normal.jpg,https://pbs.twimg.com/profile_banners/1159271529554808832/1565715838,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id,1159271529554808832,1159271529554808832,Eric Jones the August Head,SwiftNWineTime,,,Die Hard Swiftie 🏳️‍🌈 also professional cat and wine lover | Saw her live twice 1989/Rep Pitt. Lover Fest East Night 2 🥳,,,False,2015,2027,14,Thu Aug 08 01:14:05 +0000 2019,8378,,,False,False,4231,,1339017660290437120,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1295577093468717056/qO_wC7kW_normal.jpg,https://pbs.twimg.com/profile_images/1295577093468717056/qO_wC7kW_normal.jpg,https://pbs.twimg.com/profile_banners/1159271529554808832/1565715838,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id_str,1159271529554808832,1159271529554808832,Eric Jones the August Head,SwiftNWineTime,,,Die Hard Swiftie 🏳️‍🌈 also professional cat and wine lover | Saw her live twice 1989/Rep Pitt. Lover Fest East Night 2 🥳,,,False,2015,2027,14,Thu Aug 08 01:14:05 +0000 2019,8378,,,False,False,4231,,1339017660290437120,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1295577093468717056/qO_wC7kW_normal.jpg,https://pbs.twimg.com/profile_images/1295577093468717056/qO_wC7kW_normal.jpg,https://pbs.twimg.com/profile_banners/1159271529554808832/1565715838,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
text,1159271529554808832,1159271529554808832,Eric Jones the August Head,SwiftNWineTime,,,Die Hard Swiftie 🏳️‍🌈 also professional cat and wine lover | Saw her live twice 1989/Rep Pitt. Lover Fest East Night 2 🥳,,,False,2015,2027,14,Thu Aug 08 01:14:05 +0000 2019,8378,,,False,False,4231,,@diorholocene For real! Isn’t the point of liking an artist to just enjoy their art...?,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1295577093468717056/qO_wC7kW_normal.jpg,https://pbs.twimg.com/profile_images/1295577093468717056/qO_wC7kW_normal.jpg,https://pbs.twimg.com/profile_banners/1159271529554808832/1565715838,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
truncated,1159271529554808832,1159271529554808832,Eric Jones the August Head,SwiftNWineTime,,,Die Hard Swiftie 🏳️‍🌈 also professional cat and wine lover | Saw her live twice 1989/Rep Pitt. Lover Fest East Night 2 🥳,,,False,2015,2027,14,Thu Aug 08 01:14:05 +0000 2019,8378,,,False,False,4231,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1295577093468717056/qO_wC7kW_normal.jpg,https://pbs.twimg.com/profile_images/1295577093468717056/qO_wC7kW_normal.jpg,https://pbs.twimg.com/profile_banners/1159271529554808832/1565715838,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
entities,1159271529554808832,1159271529554808832,Eric Jones the August Head,SwiftNWineTime,,,Die Hard Swiftie 🏳️‍🌈 also professional cat and wine lover | Saw her live twice 1989/Rep Pitt. Lover Fest East Night 2 🥳,,,False,2015,2027,14,Thu Aug 08 01:14:05 +0000 2019,8378,,,False,False,4231,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'diorholocene', 'name': 'Krystal ✨invisible rush & a gold string', 'id': 1286412189738258432, 'id_str': '1286412189738258432', 'indices': [0, 13]}], 'urls': []}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1295577093468717056/qO_wC7kW_normal.jpg,https://pbs.twimg.com/profile_images/1295577093468717056/qO_wC7kW_normal.jpg,https://pbs.twimg.com/profile_banners/1159271529554808832/1565715838,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
source,1159271529554808832,1159271529554808832,Eric Jones the August Head,SwiftNWineTime,,,Die Hard Swiftie 🏳️‍🌈 also professional cat and wine lover | Saw her live twice 1989/Rep Pitt. Lover Fest East Night 2 🥳,,,False,2015,2027,14,Thu Aug 08 01:14:05 +0000 2019,8378,,,False,False,4231,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1295577093468717056/qO_wC7kW_normal.jpg,https://pbs.twimg.com/profile_images/1295577093468717056/qO_wC7kW_normal.jpg,https://pbs.twimg.com/profile_banners/1159271529554808832/1565715838,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id,1159271529554808832,1159271529554808832,Eric Jones the August Head,SwiftNWineTime,,,Die Hard Swiftie 🏳️‍🌈 also professional cat and wine lover | Saw her live twice 1989/Rep Pitt. Lover Fest East Night 2 🥳,,,False,2015,2027,14,Thu Aug 08 01:14:05 +0000 2019,8378,,,False,False,4231,,1339016425713766400,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1295577093468717056/qO_wC7kW_normal.jpg,https://pbs.twimg.com/profile_images/1295577093468717056/qO_wC7kW_normal.jpg,https://pbs.twimg.com/profile_banners/1159271529554808832/1565715838,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id_str,1159271529554808832,1159271529554808832,Eric Jones the August Head,SwiftNWineTime,,,Die Hard Swiftie 🏳️‍🌈 also professional cat and wine lover | Saw her live twice 1989/Rep Pitt. Lover Fest East Night 2 🥳,,,False,2015,2027,14,Thu Aug 08 01:14:05 +0000 2019,8378,,,False,False,4231,,1339016425713766400,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1295577093468717056/qO_wC7kW_normal.jpg,https://pbs.twimg.com/profile_images/1295577093468717056/qO_wC7kW_normal.jpg,https://pbs.twimg.com/profile_banners/1159271529554808832/1565715838,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
