,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
url,912834973400489984,912834973400489984,"Becky, Just Becky",ThatBWord1,United States,,Bipolar|Borderline|Beautiful A stigma busting mental health podcast. email: becky@thatbword.com https://t.co/MN4zBATIUH,https://t.co/2272n1shUy,"{'urls': [{'url': 'https://t.co/2272n1shUy', 'expanded_url': 'http://thatbword.com', 'display_url': 'thatbword.com', 'indices': [0, 23]}]}",False,1537,799,11,Wed Sep 27 00:23:12 +0000 2017,19201,,,True,False,8326,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323319364918087685/L20Vhdp1_normal.jpg,https://pbs.twimg.com/profile_images/1323319364918087685/L20Vhdp1_normal.jpg,https://pbs.twimg.com/profile_banners/912834973400489984/1604338898,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
description,912834973400489984,912834973400489984,"Becky, Just Becky",ThatBWord1,United States,,Bipolar|Borderline|Beautiful A stigma busting mental health podcast. email: becky@thatbword.com https://t.co/MN4zBATIUH,https://t.co/2272n1shUy,"{'urls': [{'url': 'https://t.co/MN4zBATIUH', 'expanded_url': 'http://patreon.com/thatbword', 'display_url': 'patreon.com/thatbword', 'indices': [96, 119]}]}",False,1537,799,11,Wed Sep 27 00:23:12 +0000 2017,19201,,,True,False,8326,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323319364918087685/L20Vhdp1_normal.jpg,https://pbs.twimg.com/profile_images/1323319364918087685/L20Vhdp1_normal.jpg,https://pbs.twimg.com/profile_banners/912834973400489984/1604338898,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
created_at,912834973400489984,912834973400489984,"Becky, Just Becky",ThatBWord1,United States,,Bipolar|Borderline|Beautiful A stigma busting mental health podcast. email: becky@thatbword.com https://t.co/MN4zBATIUH,https://t.co/2272n1shUy,,False,1537,799,11,Wed Sep 27 00:23:12 +0000 2017,19201,,,True,False,8326,,Tue Dec 15 09:08:15 +0000 2020,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323319364918087685/L20Vhdp1_normal.jpg,https://pbs.twimg.com/profile_images/1323319364918087685/L20Vhdp1_normal.jpg,https://pbs.twimg.com/profile_banners/912834973400489984/1604338898,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id,912834973400489984,912834973400489984,"Becky, Just Becky",ThatBWord1,United States,,Bipolar|Borderline|Beautiful A stigma busting mental health podcast. email: becky@thatbword.com https://t.co/MN4zBATIUH,https://t.co/2272n1shUy,,False,1537,799,11,Wed Sep 27 00:23:12 +0000 2017,19201,,,True,False,8326,,1338772849448849409,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323319364918087685/L20Vhdp1_normal.jpg,https://pbs.twimg.com/profile_images/1323319364918087685/L20Vhdp1_normal.jpg,https://pbs.twimg.com/profile_banners/912834973400489984/1604338898,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id_str,912834973400489984,912834973400489984,"Becky, Just Becky",ThatBWord1,United States,,Bipolar|Borderline|Beautiful A stigma busting mental health podcast. email: becky@thatbword.com https://t.co/MN4zBATIUH,https://t.co/2272n1shUy,,False,1537,799,11,Wed Sep 27 00:23:12 +0000 2017,19201,,,True,False,8326,,1338772849448849409,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323319364918087685/L20Vhdp1_normal.jpg,https://pbs.twimg.com/profile_images/1323319364918087685/L20Vhdp1_normal.jpg,https://pbs.twimg.com/profile_banners/912834973400489984/1604338898,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
text,912834973400489984,912834973400489984,"Becky, Just Becky",ThatBWord1,United States,,Bipolar|Borderline|Beautiful A stigma busting mental health podcast. email: becky@thatbword.com https://t.co/MN4zBATIUH,https://t.co/2272n1shUy,,False,1537,799,11,Wed Sep 27 00:23:12 +0000 2017,19201,,,True,False,8326,,"@siouxsisuicidal Also, I get fairly defensive of people I like.",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323319364918087685/L20Vhdp1_normal.jpg,https://pbs.twimg.com/profile_images/1323319364918087685/L20Vhdp1_normal.jpg,https://pbs.twimg.com/profile_banners/912834973400489984/1604338898,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
truncated,912834973400489984,912834973400489984,"Becky, Just Becky",ThatBWord1,United States,,Bipolar|Borderline|Beautiful A stigma busting mental health podcast. email: becky@thatbword.com https://t.co/MN4zBATIUH,https://t.co/2272n1shUy,,False,1537,799,11,Wed Sep 27 00:23:12 +0000 2017,19201,,,True,False,8326,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323319364918087685/L20Vhdp1_normal.jpg,https://pbs.twimg.com/profile_images/1323319364918087685/L20Vhdp1_normal.jpg,https://pbs.twimg.com/profile_banners/912834973400489984/1604338898,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
entities,912834973400489984,912834973400489984,"Becky, Just Becky",ThatBWord1,United States,,Bipolar|Borderline|Beautiful A stigma busting mental health podcast. email: becky@thatbword.com https://t.co/MN4zBATIUH,https://t.co/2272n1shUy,,False,1537,799,11,Wed Sep 27 00:23:12 +0000 2017,19201,,,True,False,8326,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'siouxsisuicidal', 'name': 'Siouxsie Siouxicide', 'id': 1292861643458621440, 'id_str': '1292861643458621440', 'indices': [0, 16]}], 'urls': []}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323319364918087685/L20Vhdp1_normal.jpg,https://pbs.twimg.com/profile_images/1323319364918087685/L20Vhdp1_normal.jpg,https://pbs.twimg.com/profile_banners/912834973400489984/1604338898,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
source,912834973400489984,912834973400489984,"Becky, Just Becky",ThatBWord1,United States,,Bipolar|Borderline|Beautiful A stigma busting mental health podcast. email: becky@thatbword.com https://t.co/MN4zBATIUH,https://t.co/2272n1shUy,,False,1537,799,11,Wed Sep 27 00:23:12 +0000 2017,19201,,,True,False,8326,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323319364918087685/L20Vhdp1_normal.jpg,https://pbs.twimg.com/profile_images/1323319364918087685/L20Vhdp1_normal.jpg,https://pbs.twimg.com/profile_banners/912834973400489984/1604338898,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id,912834973400489984,912834973400489984,"Becky, Just Becky",ThatBWord1,United States,,Bipolar|Borderline|Beautiful A stigma busting mental health podcast. email: becky@thatbword.com https://t.co/MN4zBATIUH,https://t.co/2272n1shUy,,False,1537,799,11,Wed Sep 27 00:23:12 +0000 2017,19201,,,True,False,8326,,1338747068580413440,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1323319364918087685/L20Vhdp1_normal.jpg,https://pbs.twimg.com/profile_images/1323319364918087685/L20Vhdp1_normal.jpg,https://pbs.twimg.com/profile_banners/912834973400489984/1604338898,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
