,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
description,1293563860079738889,1293563860079738889,maria ⁷♡,gIosspearl,,,I love Jesus and movies. 25. she|her .,,{'urls': []},False,368,621,1,Wed Aug 12 15:03:57 +0000 2020,25913,,,False,False,12135,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1339047156452356096/7Jl6NoWD_normal.jpg,https://pbs.twimg.com/profile_images/1339047156452356096/7Jl6NoWD_normal.jpg,https://pbs.twimg.com/profile_banners/1293563860079738889/1608067431,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
created_at,1293563860079738889,1293563860079738889,maria ⁷♡,gIosspearl,,,I love Jesus and movies. 25. she|her .,,,False,368,621,1,Wed Aug 12 15:03:57 +0000 2020,25913,,,False,False,12135,,Wed Dec 16 03:36:51 +0000 2020,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1339047156452356096/7Jl6NoWD_normal.jpg,https://pbs.twimg.com/profile_images/1339047156452356096/7Jl6NoWD_normal.jpg,https://pbs.twimg.com/profile_banners/1293563860079738889/1608067431,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id,1293563860079738889,1293563860079738889,maria ⁷♡,gIosspearl,,,I love Jesus and movies. 25. she|her .,,,False,368,621,1,Wed Aug 12 15:03:57 +0000 2020,25913,,,False,False,12135,,1339051840709734408,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1339047156452356096/7Jl6NoWD_normal.jpg,https://pbs.twimg.com/profile_images/1339047156452356096/7Jl6NoWD_normal.jpg,https://pbs.twimg.com/profile_banners/1293563860079738889/1608067431,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id_str,1293563860079738889,1293563860079738889,maria ⁷♡,gIosspearl,,,I love Jesus and movies. 25. she|her .,,,False,368,621,1,Wed Aug 12 15:03:57 +0000 2020,25913,,,False,False,12135,,1339051840709734408,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1339047156452356096/7Jl6NoWD_normal.jpg,https://pbs.twimg.com/profile_images/1339047156452356096/7Jl6NoWD_normal.jpg,https://pbs.twimg.com/profile_banners/1293563860079738889/1608067431,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
text,1293563860079738889,1293563860079738889,maria ⁷♡,gIosspearl,,,I love Jesus and movies. 25. she|her .,,,False,368,621,1,Wed Aug 12 15:03:57 +0000 2020,25913,,,False,False,12135,,@StrongSaints 😭😭🤍🤍🤍🤍🤍🤍,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1339047156452356096/7Jl6NoWD_normal.jpg,https://pbs.twimg.com/profile_images/1339047156452356096/7Jl6NoWD_normal.jpg,https://pbs.twimg.com/profile_banners/1293563860079738889/1608067431,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
truncated,1293563860079738889,1293563860079738889,maria ⁷♡,gIosspearl,,,I love Jesus and movies. 25. she|her .,,,False,368,621,1,Wed Aug 12 15:03:57 +0000 2020,25913,,,False,False,12135,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1339047156452356096/7Jl6NoWD_normal.jpg,https://pbs.twimg.com/profile_images/1339047156452356096/7Jl6NoWD_normal.jpg,https://pbs.twimg.com/profile_banners/1293563860079738889/1608067431,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
entities,1293563860079738889,1293563860079738889,maria ⁷♡,gIosspearl,,,I love Jesus and movies. 25. she|her .,,,False,368,621,1,Wed Aug 12 15:03:57 +0000 2020,25913,,,False,False,12135,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'StrongSaints', 'name': '🌹 𝔹𝕣𝕪𝕒𝕟𝕟𝕒 𝕊𝕒𝕟𝕥𝕠𝕤 🌹', 'id': 1252429520742776832, 'id_str': '1252429520742776832', 'indices': [0, 13]}], 'urls': []}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1339047156452356096/7Jl6NoWD_normal.jpg,https://pbs.twimg.com/profile_images/1339047156452356096/7Jl6NoWD_normal.jpg,https://pbs.twimg.com/profile_banners/1293563860079738889/1608067431,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
source,1293563860079738889,1293563860079738889,maria ⁷♡,gIosspearl,,,I love Jesus and movies. 25. she|her .,,,False,368,621,1,Wed Aug 12 15:03:57 +0000 2020,25913,,,False,False,12135,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1339047156452356096/7Jl6NoWD_normal.jpg,https://pbs.twimg.com/profile_images/1339047156452356096/7Jl6NoWD_normal.jpg,https://pbs.twimg.com/profile_banners/1293563860079738889/1608067431,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id,1293563860079738889,1293563860079738889,maria ⁷♡,gIosspearl,,,I love Jesus and movies. 25. she|her .,,,False,368,621,1,Wed Aug 12 15:03:57 +0000 2020,25913,,,False,False,12135,,1339045730191863810,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1339047156452356096/7Jl6NoWD_normal.jpg,https://pbs.twimg.com/profile_images/1339047156452356096/7Jl6NoWD_normal.jpg,https://pbs.twimg.com/profile_banners/1293563860079738889/1608067431,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id_str,1293563860079738889,1293563860079738889,maria ⁷♡,gIosspearl,,,I love Jesus and movies. 25. she|her .,,,False,368,621,1,Wed Aug 12 15:03:57 +0000 2020,25913,,,False,False,12135,,1339045730191863810,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1339047156452356096/7Jl6NoWD_normal.jpg,https://pbs.twimg.com/profile_images/1339047156452356096/7Jl6NoWD_normal.jpg,https://pbs.twimg.com/profile_banners/1293563860079738889/1608067431,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
