,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
url,714801648,714801648,Raj Parameswaran,RajRajRajP,New York,,"Rajesh Parameswaran, author, I AM AN EXECUTIONER (Knopf). @RadInstitute & @CullmanNYPL fellow; @picadorprof & @nyucwp professor. Email: connect@aragi.net",https://t.co/EfOKy9T5Iw,"{'urls': [{'url': 'https://t.co/EfOKy9T5Iw', 'expanded_url': 'https://wapo.st/2OxRRB0', 'display_url': 'wapo.st/2OxRRB0', 'indices': [0, 23]}]}",False,1420,2433,18,Tue Jul 24 19:28:08 +0000 2012,9650,,,False,False,4622,,,False,False,False,070808,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331776331810541569/vF2lZW0T_normal.jpg,https://pbs.twimg.com/profile_images/1331776331810541569/vF2lZW0T_normal.jpg,https://pbs.twimg.com/profile_banners/714801648/1537676990,1F98C7,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none
description,714801648,714801648,Raj Parameswaran,RajRajRajP,New York,,"Rajesh Parameswaran, author, I AM AN EXECUTIONER (Knopf). @RadInstitute & @CullmanNYPL fellow; @picadorprof & @nyucwp professor. Email: connect@aragi.net",https://t.co/EfOKy9T5Iw,{'urls': []},False,1420,2433,18,Tue Jul 24 19:28:08 +0000 2012,9650,,,False,False,4622,,,False,False,False,070808,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331776331810541569/vF2lZW0T_normal.jpg,https://pbs.twimg.com/profile_images/1331776331810541569/vF2lZW0T_normal.jpg,https://pbs.twimg.com/profile_banners/714801648/1537676990,1F98C7,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none
created_at,714801648,714801648,Raj Parameswaran,RajRajRajP,New York,,"Rajesh Parameswaran, author, I AM AN EXECUTIONER (Knopf). @RadInstitute & @CullmanNYPL fellow; @picadorprof & @nyucwp professor. Email: connect@aragi.net",https://t.co/EfOKy9T5Iw,,False,1420,2433,18,Tue Jul 24 19:28:08 +0000 2012,9650,,,False,False,4622,,Wed Dec 16 01:33:34 +0000 2020,False,False,False,070808,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331776331810541569/vF2lZW0T_normal.jpg,https://pbs.twimg.com/profile_images/1331776331810541569/vF2lZW0T_normal.jpg,https://pbs.twimg.com/profile_banners/714801648/1537676990,1F98C7,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none
id,714801648,714801648,Raj Parameswaran,RajRajRajP,New York,,"Rajesh Parameswaran, author, I AM AN EXECUTIONER (Knopf). @RadInstitute & @CullmanNYPL fellow; @picadorprof & @nyucwp professor. Email: connect@aragi.net",https://t.co/EfOKy9T5Iw,,False,1420,2433,18,Tue Jul 24 19:28:08 +0000 2012,9650,,,False,False,4622,,1339020812771319814,False,False,False,070808,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331776331810541569/vF2lZW0T_normal.jpg,https://pbs.twimg.com/profile_images/1331776331810541569/vF2lZW0T_normal.jpg,https://pbs.twimg.com/profile_banners/714801648/1537676990,1F98C7,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none
id_str,714801648,714801648,Raj Parameswaran,RajRajRajP,New York,,"Rajesh Parameswaran, author, I AM AN EXECUTIONER (Knopf). @RadInstitute & @CullmanNYPL fellow; @picadorprof & @nyucwp professor. Email: connect@aragi.net",https://t.co/EfOKy9T5Iw,,False,1420,2433,18,Tue Jul 24 19:28:08 +0000 2012,9650,,,False,False,4622,,1339020812771319814,False,False,False,070808,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331776331810541569/vF2lZW0T_normal.jpg,https://pbs.twimg.com/profile_images/1331776331810541569/vF2lZW0T_normal.jpg,https://pbs.twimg.com/profile_banners/714801648/1537676990,1F98C7,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none
text,714801648,714801648,Raj Parameswaran,RajRajRajP,New York,,"Rajesh Parameswaran, author, I AM AN EXECUTIONER (Knopf). @RadInstitute & @CullmanNYPL fellow; @picadorprof & @nyucwp professor. Email: connect@aragi.net",https://t.co/EfOKy9T5Iw,,False,1420,2433,18,Tue Jul 24 19:28:08 +0000 2012,9650,,,False,False,4622,,@surlybassey @PublishersWkly Congrats!,False,False,False,070808,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331776331810541569/vF2lZW0T_normal.jpg,https://pbs.twimg.com/profile_images/1331776331810541569/vF2lZW0T_normal.jpg,https://pbs.twimg.com/profile_banners/714801648/1537676990,1F98C7,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none
truncated,714801648,714801648,Raj Parameswaran,RajRajRajP,New York,,"Rajesh Parameswaran, author, I AM AN EXECUTIONER (Knopf). @RadInstitute & @CullmanNYPL fellow; @picadorprof & @nyucwp professor. Email: connect@aragi.net",https://t.co/EfOKy9T5Iw,,False,1420,2433,18,Tue Jul 24 19:28:08 +0000 2012,9650,,,False,False,4622,,False,False,False,False,070808,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331776331810541569/vF2lZW0T_normal.jpg,https://pbs.twimg.com/profile_images/1331776331810541569/vF2lZW0T_normal.jpg,https://pbs.twimg.com/profile_banners/714801648/1537676990,1F98C7,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none
entities,714801648,714801648,Raj Parameswaran,RajRajRajP,New York,,"Rajesh Parameswaran, author, I AM AN EXECUTIONER (Knopf). @RadInstitute & @CullmanNYPL fellow; @picadorprof & @nyucwp professor. Email: connect@aragi.net",https://t.co/EfOKy9T5Iw,,False,1420,2433,18,Tue Jul 24 19:28:08 +0000 2012,9650,,,False,False,4622,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'surlybassey', 'name': 'Kaitlyn Greenidge', 'id': 854088145675145219, 'id_str': '854088145675145219', 'indices': [0, 12]}, {'screen_name': 'PublishersWkly', 'name': 'Publishers Weekly', 'id': 19816859, 'id_str': '19816859', 'indices': [13, 28]}], 'urls': []}",False,False,False,070808,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331776331810541569/vF2lZW0T_normal.jpg,https://pbs.twimg.com/profile_images/1331776331810541569/vF2lZW0T_normal.jpg,https://pbs.twimg.com/profile_banners/714801648/1537676990,1F98C7,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none
source,714801648,714801648,Raj Parameswaran,RajRajRajP,New York,,"Rajesh Parameswaran, author, I AM AN EXECUTIONER (Knopf). @RadInstitute & @CullmanNYPL fellow; @picadorprof & @nyucwp professor. Email: connect@aragi.net",https://t.co/EfOKy9T5Iw,,False,1420,2433,18,Tue Jul 24 19:28:08 +0000 2012,9650,,,False,False,4622,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,False,False,070808,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331776331810541569/vF2lZW0T_normal.jpg,https://pbs.twimg.com/profile_images/1331776331810541569/vF2lZW0T_normal.jpg,https://pbs.twimg.com/profile_banners/714801648/1537676990,1F98C7,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none
in_reply_to_status_id,714801648,714801648,Raj Parameswaran,RajRajRajP,New York,,"Rajesh Parameswaran, author, I AM AN EXECUTIONER (Knopf). @RadInstitute & @CullmanNYPL fellow; @picadorprof & @nyucwp professor. Email: connect@aragi.net",https://t.co/EfOKy9T5Iw,,False,1420,2433,18,Tue Jul 24 19:28:08 +0000 2012,9650,,,False,False,4622,,1338999215758991365,False,False,False,070808,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1331776331810541569/vF2lZW0T_normal.jpg,https://pbs.twimg.com/profile_images/1331776331810541569/vF2lZW0T_normal.jpg,https://pbs.twimg.com/profile_banners/714801648/1537676990,1F98C7,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none
