,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
description,1317976561149222912,1317976561149222912,Stream BE,SaraAndra1999,,,🌸She/Her🌸   BTS✨ Seventeen✨ Stray kids✨Multi ✨| Haikyu| Tetsurō Kuroo Wife| Let’s get all songs in the charts 🍀🍀🍀,,{'urls': []},False,273,1000,1,Sun Oct 18 23:51:25 +0000 2020,5188,,,False,False,2608,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337983560440045576/ozAo_C1F_normal.jpg,https://pbs.twimg.com/profile_images/1337983560440045576/ozAo_C1F_normal.jpg,https://pbs.twimg.com/profile_banners/1317976561149222912/1607835114,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
created_at,1317976561149222912,1317976561149222912,Stream BE,SaraAndra1999,,,🌸She/Her🌸   BTS✨ Seventeen✨ Stray kids✨Multi ✨| Haikyu| Tetsurō Kuroo Wife| Let’s get all songs in the charts 🍀🍀🍀,,,False,273,1000,1,Sun Oct 18 23:51:25 +0000 2020,5188,,,False,False,2608,,Tue Dec 15 02:54:14 +0000 2020,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337983560440045576/ozAo_C1F_normal.jpg,https://pbs.twimg.com/profile_images/1337983560440045576/ozAo_C1F_normal.jpg,https://pbs.twimg.com/profile_banners/1317976561149222912/1607835114,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id,1317976561149222912,1317976561149222912,Stream BE,SaraAndra1999,,,🌸She/Her🌸   BTS✨ Seventeen✨ Stray kids✨Multi ✨| Haikyu| Tetsurō Kuroo Wife| Let’s get all songs in the charts 🍀🍀🍀,,,False,273,1000,1,Sun Oct 18 23:51:25 +0000 2020,5188,,,False,False,2608,,1338678724426952705,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337983560440045576/ozAo_C1F_normal.jpg,https://pbs.twimg.com/profile_images/1337983560440045576/ozAo_C1F_normal.jpg,https://pbs.twimg.com/profile_banners/1317976561149222912/1607835114,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id_str,1317976561149222912,1317976561149222912,Stream BE,SaraAndra1999,,,🌸She/Her🌸   BTS✨ Seventeen✨ Stray kids✨Multi ✨| Haikyu| Tetsurō Kuroo Wife| Let’s get all songs in the charts 🍀🍀🍀,,,False,273,1000,1,Sun Oct 18 23:51:25 +0000 2020,5188,,,False,False,2608,,1338678724426952705,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337983560440045576/ozAo_C1F_normal.jpg,https://pbs.twimg.com/profile_images/1337983560440045576/ozAo_C1F_normal.jpg,https://pbs.twimg.com/profile_banners/1317976561149222912/1607835114,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
text,1317976561149222912,1317976561149222912,Stream BE,SaraAndra1999,,,🌸She/Her🌸   BTS✨ Seventeen✨ Stray kids✨Multi ✨| Haikyu| Tetsurō Kuroo Wife| Let’s get all songs in the charts 🍀🍀🍀,,,False,273,1000,1,Sun Oct 18 23:51:25 +0000 2020,5188,,,False,False,2608,,@mintsugachip Yo I fit all of this so hard 🥰,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337983560440045576/ozAo_C1F_normal.jpg,https://pbs.twimg.com/profile_images/1337983560440045576/ozAo_C1F_normal.jpg,https://pbs.twimg.com/profile_banners/1317976561149222912/1607835114,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
truncated,1317976561149222912,1317976561149222912,Stream BE,SaraAndra1999,,,🌸She/Her🌸   BTS✨ Seventeen✨ Stray kids✨Multi ✨| Haikyu| Tetsurō Kuroo Wife| Let’s get all songs in the charts 🍀🍀🍀,,,False,273,1000,1,Sun Oct 18 23:51:25 +0000 2020,5188,,,False,False,2608,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337983560440045576/ozAo_C1F_normal.jpg,https://pbs.twimg.com/profile_images/1337983560440045576/ozAo_C1F_normal.jpg,https://pbs.twimg.com/profile_banners/1317976561149222912/1607835114,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
entities,1317976561149222912,1317976561149222912,Stream BE,SaraAndra1999,,,🌸She/Her🌸   BTS✨ Seventeen✨ Stray kids✨Multi ✨| Haikyu| Tetsurō Kuroo Wife| Let’s get all songs in the charts 🍀🍀🍀,,,False,273,1000,1,Sun Oct 18 23:51:25 +0000 2020,5188,,,False,False,2608,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'mintsugachip', 'name': 'Bri⁷🐊', 'id': 1304636573196201984, 'id_str': '1304636573196201984', 'indices': [0, 13]}], 'urls': []}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337983560440045576/ozAo_C1F_normal.jpg,https://pbs.twimg.com/profile_images/1337983560440045576/ozAo_C1F_normal.jpg,https://pbs.twimg.com/profile_banners/1317976561149222912/1607835114,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
source,1317976561149222912,1317976561149222912,Stream BE,SaraAndra1999,,,🌸She/Her🌸   BTS✨ Seventeen✨ Stray kids✨Multi ✨| Haikyu| Tetsurō Kuroo Wife| Let’s get all songs in the charts 🍀🍀🍀,,,False,273,1000,1,Sun Oct 18 23:51:25 +0000 2020,5188,,,False,False,2608,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337983560440045576/ozAo_C1F_normal.jpg,https://pbs.twimg.com/profile_images/1337983560440045576/ozAo_C1F_normal.jpg,https://pbs.twimg.com/profile_banners/1317976561149222912/1607835114,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id,1317976561149222912,1317976561149222912,Stream BE,SaraAndra1999,,,🌸She/Her🌸   BTS✨ Seventeen✨ Stray kids✨Multi ✨| Haikyu| Tetsurō Kuroo Wife| Let’s get all songs in the charts 🍀🍀🍀,,,False,273,1000,1,Sun Oct 18 23:51:25 +0000 2020,5188,,,False,False,2608,,1338677971834560512,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337983560440045576/ozAo_C1F_normal.jpg,https://pbs.twimg.com/profile_images/1337983560440045576/ozAo_C1F_normal.jpg,https://pbs.twimg.com/profile_banners/1317976561149222912/1607835114,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id_str,1317976561149222912,1317976561149222912,Stream BE,SaraAndra1999,,,🌸She/Her🌸   BTS✨ Seventeen✨ Stray kids✨Multi ✨| Haikyu| Tetsurō Kuroo Wife| Let’s get all songs in the charts 🍀🍀🍀,,,False,273,1000,1,Sun Oct 18 23:51:25 +0000 2020,5188,,,False,False,2608,,1338677971834560512,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1337983560440045576/ozAo_C1F_normal.jpg,https://pbs.twimg.com/profile_images/1337983560440045576/ozAo_C1F_normal.jpg,https://pbs.twimg.com/profile_banners/1317976561149222912/1607835114,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
