,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
url,58865632,58865632,nard the builder,avantnard,buffalo,,i’m on the highway to h*ck | check out my music :) ⬇️ | he/him,https://t.co/SehKo02vnT,"{'urls': [{'url': 'https://t.co/SehKo02vnT', 'expanded_url': 'https://open.spotify.com/track/66FgnT4r7FWVp33Qapqxh7?si=ESMLX3sETgSezDTJeMANag', 'display_url': 'open.spotify.com/track/66FgnT4r…', 'indices': [0, 23]}]}",False,11624,644,13,Tue Jul 21 17:54:07 +0000 2009,91919,,,True,False,24374,,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_banners/58865632/1578252838,0042B3,FFFFFF,E3FF12,636B7A,True,False,False,False,False,False,False,none
description,58865632,58865632,nard the builder,avantnard,buffalo,,i’m on the highway to h*ck | check out my music :) ⬇️ | he/him,https://t.co/SehKo02vnT,{'urls': []},False,11624,644,13,Tue Jul 21 17:54:07 +0000 2009,91919,,,True,False,24374,,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_banners/58865632/1578252838,0042B3,FFFFFF,E3FF12,636B7A,True,False,False,False,False,False,False,none
created_at,58865632,58865632,nard the builder,avantnard,buffalo,,i’m on the highway to h*ck | check out my music :) ⬇️ | he/him,https://t.co/SehKo02vnT,,False,11624,644,13,Tue Jul 21 17:54:07 +0000 2009,91919,,,True,False,24374,,Wed Dec 16 02:14:57 +0000 2020,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_banners/58865632/1578252838,0042B3,FFFFFF,E3FF12,636B7A,True,False,False,False,False,False,False,none
id,58865632,58865632,nard the builder,avantnard,buffalo,,i’m on the highway to h*ck | check out my music :) ⬇️ | he/him,https://t.co/SehKo02vnT,,False,11624,644,13,Tue Jul 21 17:54:07 +0000 2009,91919,,,True,False,24374,,1339031227374964737,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_banners/58865632/1578252838,0042B3,FFFFFF,E3FF12,636B7A,True,False,False,False,False,False,False,none
id_str,58865632,58865632,nard the builder,avantnard,buffalo,,i’m on the highway to h*ck | check out my music :) ⬇️ | he/him,https://t.co/SehKo02vnT,,False,11624,644,13,Tue Jul 21 17:54:07 +0000 2009,91919,,,True,False,24374,,1339031227374964737,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_banners/58865632/1578252838,0042B3,FFFFFF,E3FF12,636B7A,True,False,False,False,False,False,False,none
text,58865632,58865632,nard the builder,avantnard,buffalo,,i’m on the highway to h*ck | check out my music :) ⬇️ | he/him,https://t.co/SehKo02vnT,,False,11624,644,13,Tue Jul 21 17:54:07 +0000 2009,91919,,,True,False,24374,,@yik3sbitch this is powerful,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_banners/58865632/1578252838,0042B3,FFFFFF,E3FF12,636B7A,True,False,False,False,False,False,False,none
truncated,58865632,58865632,nard the builder,avantnard,buffalo,,i’m on the highway to h*ck | check out my music :) ⬇️ | he/him,https://t.co/SehKo02vnT,,False,11624,644,13,Tue Jul 21 17:54:07 +0000 2009,91919,,,True,False,24374,,False,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_banners/58865632/1578252838,0042B3,FFFFFF,E3FF12,636B7A,True,False,False,False,False,False,False,none
entities,58865632,58865632,nard the builder,avantnard,buffalo,,i’m on the highway to h*ck | check out my music :) ⬇️ | he/him,https://t.co/SehKo02vnT,,False,11624,644,13,Tue Jul 21 17:54:07 +0000 2009,91919,,,True,False,24374,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'yik3sbitch', 'name': 'coll', 'id': 1111329464313536512, 'id_str': '1111329464313536512', 'indices': [0, 11]}], 'urls': []}",False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_banners/58865632/1578252838,0042B3,FFFFFF,E3FF12,636B7A,True,False,False,False,False,False,False,none
source,58865632,58865632,nard the builder,avantnard,buffalo,,i’m on the highway to h*ck | check out my music :) ⬇️ | he/him,https://t.co/SehKo02vnT,,False,11624,644,13,Tue Jul 21 17:54:07 +0000 2009,91919,,,True,False,24374,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_banners/58865632/1578252838,0042B3,FFFFFF,E3FF12,636B7A,True,False,False,False,False,False,False,none
in_reply_to_status_id,58865632,58865632,nard the builder,avantnard,buffalo,,i’m on the highway to h*ck | check out my music :) ⬇️ | he/him,https://t.co/SehKo02vnT,,False,11624,644,13,Tue Jul 21 17:54:07 +0000 2009,91919,,,True,False,24374,,1339023924378603521,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_banners/58865632/1578252838,0042B3,FFFFFF,E3FF12,636B7A,True,False,False,False,False,False,False,none
in_reply_to_status_id_str,58865632,58865632,nard the builder,avantnard,buffalo,,i’m on the highway to h*ck | check out my music :) ⬇️ | he/him,https://t.co/SehKo02vnT,,False,11624,644,13,Tue Jul 21 17:54:07 +0000 2009,91919,,,True,False,24374,,1339023924378603521,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_banners/58865632/1578252838,0042B3,FFFFFF,E3FF12,636B7A,True,False,False,False,False,False,False,none
in_reply_to_user_id,58865632,58865632,nard the builder,avantnard,buffalo,,i’m on the highway to h*ck | check out my music :) ⬇️ | he/him,https://t.co/SehKo02vnT,,False,11624,644,13,Tue Jul 21 17:54:07 +0000 2009,91919,,,True,False,24374,,1111329464313536512,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_banners/58865632/1578252838,0042B3,FFFFFF,E3FF12,636B7A,True,False,False,False,False,False,False,none
in_reply_to_user_id_str,58865632,58865632,nard the builder,avantnard,buffalo,,i’m on the highway to h*ck | check out my music :) ⬇️ | he/him,https://t.co/SehKo02vnT,,False,11624,644,13,Tue Jul 21 17:54:07 +0000 2009,91919,,,True,False,24374,,1111329464313536512,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_banners/58865632/1578252838,0042B3,FFFFFF,E3FF12,636B7A,True,False,False,False,False,False,False,none
in_reply_to_screen_name,58865632,58865632,nard the builder,avantnard,buffalo,,i’m on the highway to h*ck | check out my music :) ⬇️ | he/him,https://t.co/SehKo02vnT,,False,11624,644,13,Tue Jul 21 17:54:07 +0000 2009,91919,,,True,False,24374,,yik3sbitch,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_images/1212511343133122560/REzbS5kz_normal.jpg,https://pbs.twimg.com/profile_banners/58865632/1578252838,0042B3,FFFFFF,E3FF12,636B7A,True,False,False,False,False,False,False,none
