,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
description,1934542268,1934542268,⁷Mashᴮᴱ bts daesang sweep♡,bbywhalien52,Hope world,,~ jikook- the sun and the moon duo |she/her| ☆22☆ ♡,,{'urls': []},False,3558,1286,15,Fri Oct 04 15:08:36 +0000 2013,78687,,,False,False,22818,,,False,False,False,E3C1EB,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1335955417789304832/E9ulNInR_normal.jpg,https://pbs.twimg.com/profile_images/1335955417789304832/E9ulNInR_normal.jpg,https://pbs.twimg.com/profile_banners/1934542268/1607094100,7100B3,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
created_at,1934542268,1934542268,⁷Mashᴮᴱ bts daesang sweep♡,bbywhalien52,Hope world,,~ jikook- the sun and the moon duo |she/her| ☆22☆ ♡,,,False,3558,1286,15,Fri Oct 04 15:08:36 +0000 2013,78687,,,False,False,22818,,Wed Dec 16 01:37:52 +0000 2020,False,False,False,E3C1EB,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1335955417789304832/E9ulNInR_normal.jpg,https://pbs.twimg.com/profile_images/1335955417789304832/E9ulNInR_normal.jpg,https://pbs.twimg.com/profile_banners/1934542268/1607094100,7100B3,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
id,1934542268,1934542268,⁷Mashᴮᴱ bts daesang sweep♡,bbywhalien52,Hope world,,~ jikook- the sun and the moon duo |she/her| ☆22☆ ♡,,,False,3558,1286,15,Fri Oct 04 15:08:36 +0000 2013,78687,,,False,False,22818,,1339021897196040195,False,False,False,E3C1EB,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1335955417789304832/E9ulNInR_normal.jpg,https://pbs.twimg.com/profile_images/1335955417789304832/E9ulNInR_normal.jpg,https://pbs.twimg.com/profile_banners/1934542268/1607094100,7100B3,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
id_str,1934542268,1934542268,⁷Mashᴮᴱ bts daesang sweep♡,bbywhalien52,Hope world,,~ jikook- the sun and the moon duo |she/her| ☆22☆ ♡,,,False,3558,1286,15,Fri Oct 04 15:08:36 +0000 2013,78687,,,False,False,22818,,1339021897196040195,False,False,False,E3C1EB,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1335955417789304832/E9ulNInR_normal.jpg,https://pbs.twimg.com/profile_images/1335955417789304832/E9ulNInR_normal.jpg,https://pbs.twimg.com/profile_banners/1934542268/1607094100,7100B3,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
text,1934542268,1934542268,⁷Mashᴮᴱ bts daesang sweep♡,bbywhalien52,Hope world,,~ jikook- the sun and the moon duo |she/her| ☆22☆ ♡,,,False,3558,1286,15,Fri Oct 04 15:08:36 +0000 2013,78687,,,False,False,22818,,filter is literally the queen https://t.co/T3CPTjvFVz,False,False,False,E3C1EB,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1335955417789304832/E9ulNInR_normal.jpg,https://pbs.twimg.com/profile_images/1335955417789304832/E9ulNInR_normal.jpg,https://pbs.twimg.com/profile_banners/1934542268/1607094100,7100B3,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
truncated,1934542268,1934542268,⁷Mashᴮᴱ bts daesang sweep♡,bbywhalien52,Hope world,,~ jikook- the sun and the moon duo |she/her| ☆22☆ ♡,,,False,3558,1286,15,Fri Oct 04 15:08:36 +0000 2013,78687,,,False,False,22818,,False,False,False,False,E3C1EB,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1335955417789304832/E9ulNInR_normal.jpg,https://pbs.twimg.com/profile_images/1335955417789304832/E9ulNInR_normal.jpg,https://pbs.twimg.com/profile_banners/1934542268/1607094100,7100B3,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
entities,1934542268,1934542268,⁷Mashᴮᴱ bts daesang sweep♡,bbywhalien52,Hope world,,~ jikook- the sun and the moon duo |she/her| ☆22☆ ♡,,,False,3558,1286,15,Fri Oct 04 15:08:36 +0000 2013,78687,,,False,False,22818,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/T3CPTjvFVz', 'expanded_url': 'https://twitter.com/parkjiminpics/status/1338923077032296448', 'display_url': 'twitter.com/parkjiminpics/…', 'indices': [30, 53]}]}",False,False,False,E3C1EB,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1335955417789304832/E9ulNInR_normal.jpg,https://pbs.twimg.com/profile_images/1335955417789304832/E9ulNInR_normal.jpg,https://pbs.twimg.com/profile_banners/1934542268/1607094100,7100B3,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
source,1934542268,1934542268,⁷Mashᴮᴱ bts daesang sweep♡,bbywhalien52,Hope world,,~ jikook- the sun and the moon duo |she/her| ☆22☆ ♡,,,False,3558,1286,15,Fri Oct 04 15:08:36 +0000 2013,78687,,,False,False,22818,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,False,False,E3C1EB,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1335955417789304832/E9ulNInR_normal.jpg,https://pbs.twimg.com/profile_images/1335955417789304832/E9ulNInR_normal.jpg,https://pbs.twimg.com/profile_banners/1934542268/1607094100,7100B3,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
in_reply_to_status_id,1934542268,1934542268,⁷Mashᴮᴱ bts daesang sweep♡,bbywhalien52,Hope world,,~ jikook- the sun and the moon duo |she/her| ☆22☆ ♡,,,False,3558,1286,15,Fri Oct 04 15:08:36 +0000 2013,78687,,,False,False,22818,,,False,False,False,E3C1EB,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1335955417789304832/E9ulNInR_normal.jpg,https://pbs.twimg.com/profile_images/1335955417789304832/E9ulNInR_normal.jpg,https://pbs.twimg.com/profile_banners/1934542268/1607094100,7100B3,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
in_reply_to_status_id_str,1934542268,1934542268,⁷Mashᴮᴱ bts daesang sweep♡,bbywhalien52,Hope world,,~ jikook- the sun and the moon duo |she/her| ☆22☆ ♡,,,False,3558,1286,15,Fri Oct 04 15:08:36 +0000 2013,78687,,,False,False,22818,,,False,False,False,E3C1EB,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1335955417789304832/E9ulNInR_normal.jpg,https://pbs.twimg.com/profile_images/1335955417789304832/E9ulNInR_normal.jpg,https://pbs.twimg.com/profile_banners/1934542268/1607094100,7100B3,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none
