,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
id,714685710431875072,714685710431875072,Princess Anna,princessanna281,"Connecticut, USA",e86b380cfefcced5,"Hello my name is princess Anna of Arendelle, I am the younger sister to the powerful and beautiful Queen Elsa. I love a handsome mountain man Kristoff",,,False,124,202,0,Tue Mar 29 05:28:46 +0000 2016,190,,,True,False,121,,1337687002377023488,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1313334374188933120/oGVFHrvQ_normal.jpg,https://pbs.twimg.com/profile_images/1313334374188933120/oGVFHrvQ_normal.jpg,https://pbs.twimg.com/profile_banners/714685710431875072/1601958289,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
url,714685710431875072,714685710431875072,Princess Anna,princessanna281,"Connecticut, USA",https://api.twitter.com/1.1/geo/id/e86b380cfefcced5.json,"Hello my name is princess Anna of Arendelle, I am the younger sister to the powerful and beautiful Queen Elsa. I love a handsome mountain man Kristoff",,,False,124,202,0,Tue Mar 29 05:28:46 +0000 2016,190,,,True,False,121,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1313334374188933120/oGVFHrvQ_normal.jpg,https://pbs.twimg.com/profile_images/1313334374188933120/oGVFHrvQ_normal.jpg,https://pbs.twimg.com/profile_banners/714685710431875072/1601958289,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
place_type,714685710431875072,714685710431875072,Princess Anna,princessanna281,"Connecticut, USA",unknown,"Hello my name is princess Anna of Arendelle, I am the younger sister to the powerful and beautiful Queen Elsa. I love a handsome mountain man Kristoff",,,False,124,202,0,Tue Mar 29 05:28:46 +0000 2016,190,,,True,False,121,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1313334374188933120/oGVFHrvQ_normal.jpg,https://pbs.twimg.com/profile_images/1313334374188933120/oGVFHrvQ_normal.jpg,https://pbs.twimg.com/profile_banners/714685710431875072/1601958289,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
name,714685710431875072,714685710431875072,Princess Anna,princessanna281,"Connecticut, USA","Connecticut, USA","Hello my name is princess Anna of Arendelle, I am the younger sister to the powerful and beautiful Queen Elsa. I love a handsome mountain man Kristoff",,,False,124,202,0,Tue Mar 29 05:28:46 +0000 2016,190,,,True,False,121,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1313334374188933120/oGVFHrvQ_normal.jpg,https://pbs.twimg.com/profile_images/1313334374188933120/oGVFHrvQ_normal.jpg,https://pbs.twimg.com/profile_banners/714685710431875072/1601958289,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
full_name,714685710431875072,714685710431875072,Princess Anna,princessanna281,"Connecticut, USA","Connecticut, USA","Hello my name is princess Anna of Arendelle, I am the younger sister to the powerful and beautiful Queen Elsa. I love a handsome mountain man Kristoff",,,False,124,202,0,Tue Mar 29 05:28:46 +0000 2016,190,,,True,False,121,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1313334374188933120/oGVFHrvQ_normal.jpg,https://pbs.twimg.com/profile_images/1313334374188933120/oGVFHrvQ_normal.jpg,https://pbs.twimg.com/profile_banners/714685710431875072/1601958289,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
country_code,714685710431875072,714685710431875072,Princess Anna,princessanna281,"Connecticut, USA",,"Hello my name is princess Anna of Arendelle, I am the younger sister to the powerful and beautiful Queen Elsa. I love a handsome mountain man Kristoff",,,False,124,202,0,Tue Mar 29 05:28:46 +0000 2016,190,,,True,False,121,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1313334374188933120/oGVFHrvQ_normal.jpg,https://pbs.twimg.com/profile_images/1313334374188933120/oGVFHrvQ_normal.jpg,https://pbs.twimg.com/profile_banners/714685710431875072/1601958289,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
country,714685710431875072,714685710431875072,Princess Anna,princessanna281,"Connecticut, USA",,"Hello my name is princess Anna of Arendelle, I am the younger sister to the powerful and beautiful Queen Elsa. I love a handsome mountain man Kristoff",,,False,124,202,0,Tue Mar 29 05:28:46 +0000 2016,190,,,True,False,121,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1313334374188933120/oGVFHrvQ_normal.jpg,https://pbs.twimg.com/profile_images/1313334374188933120/oGVFHrvQ_normal.jpg,https://pbs.twimg.com/profile_banners/714685710431875072/1601958289,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
contained_within,714685710431875072,714685710431875072,Princess Anna,princessanna281,"Connecticut, USA",[],"Hello my name is princess Anna of Arendelle, I am the younger sister to the powerful and beautiful Queen Elsa. I love a handsome mountain man Kristoff",,,False,124,202,0,Tue Mar 29 05:28:46 +0000 2016,190,,,True,False,121,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1313334374188933120/oGVFHrvQ_normal.jpg,https://pbs.twimg.com/profile_images/1313334374188933120/oGVFHrvQ_normal.jpg,https://pbs.twimg.com/profile_banners/714685710431875072/1601958289,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
bounding_box,714685710431875072,714685710431875072,Princess Anna,princessanna281,"Connecticut, USA",,"Hello my name is princess Anna of Arendelle, I am the younger sister to the powerful and beautiful Queen Elsa. I love a handsome mountain man Kristoff",,,False,124,202,0,Tue Mar 29 05:28:46 +0000 2016,190,,,True,False,121,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1313334374188933120/oGVFHrvQ_normal.jpg,https://pbs.twimg.com/profile_images/1313334374188933120/oGVFHrvQ_normal.jpg,https://pbs.twimg.com/profile_banners/714685710431875072/1601958289,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
attributes,714685710431875072,714685710431875072,Princess Anna,princessanna281,"Connecticut, USA",{},"Hello my name is princess Anna of Arendelle, I am the younger sister to the powerful and beautiful Queen Elsa. I love a handsome mountain man Kristoff",,,False,124,202,0,Tue Mar 29 05:28:46 +0000 2016,190,,,True,False,121,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1313334374188933120/oGVFHrvQ_normal.jpg,https://pbs.twimg.com/profile_images/1313334374188933120/oGVFHrvQ_normal.jpg,https://pbs.twimg.com/profile_banners/714685710431875072/1601958289,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none
