,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
url,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,"{'urls': [{'url': 'https://t.co/oL7JGlAPBr', 'expanded_url': 'https://linktr.ee/kaycosplaycan', 'display_url': 'linktr.ee/kaycosplaycan', 'indices': [0, 23]}]}",False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
description,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,{'urls': []},False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
created_at,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,Mon Dec 14 15:37:41 +0000 2020,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
id,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,1338508466797875202,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
id_str,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,1338508466797875202,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
text,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,RT @jasminericegirl: Alternative headline: NYC medic is not being paid a sustainable income despite her important role particularly during…,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
truncated,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,False,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
entities,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'jasminericegirl', 'name': 'jasmine rice 🍚', 'id': 1017156369747767296, 'id_str': '1017156369747767296', 'indices': [3, 19]}], 'urls': []}",False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
source,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
in_reply_to_status_id,234173117,234173117,Kay Risma,kay__risma,She/her,,🇨🇦 🏳️‍🌈 Cosplayer/ Boudoir model/ Onlyfans || Insta: @Kay_risma Art acc: @kayxdraws #Blacklivesmatter,https://t.co/oL7JGlAPBr,,False,4097,219,13,Wed Jan 05 00:46:55 +0000 2011,9608,,,True,False,10828,,,False,False,False,79B3E0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_images/1331098315484749824/He34bmw__normal.jpg,https://pbs.twimg.com/profile_banners/234173117/1606193569,FA0526,000000,DDEEF6,333333,True,False,False,False,False,False,False,none
