,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
url,727205743,727205743,V,valdizzle_,Paradise,,sweet sweet🦋 | 23 🏹,https://t.co/PEO38exLjG,"{'urls': [{'url': 'https://t.co/PEO38exLjG', 'expanded_url': 'http://Instagram.com/valeriiaaa_', 'display_url': 'Instagram.com/valeriiaaa_', 'indices': [0, 23]}]}",False,1064,579,1,Tue Jul 31 00:50:08 +0000 2012,12541,,,True,False,34020,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1333982947616063490/iKZN5uu3_normal.jpg,https://pbs.twimg.com/profile_images/1333982947616063490/iKZN5uu3_normal.jpg,https://pbs.twimg.com/profile_banners/727205743/1605244812,F5ABB5,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none
description,727205743,727205743,V,valdizzle_,Paradise,,sweet sweet🦋 | 23 🏹,https://t.co/PEO38exLjG,{'urls': []},False,1064,579,1,Tue Jul 31 00:50:08 +0000 2012,12541,,,True,False,34020,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1333982947616063490/iKZN5uu3_normal.jpg,https://pbs.twimg.com/profile_images/1333982947616063490/iKZN5uu3_normal.jpg,https://pbs.twimg.com/profile_banners/727205743/1605244812,F5ABB5,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none
created_at,727205743,727205743,V,valdizzle_,Paradise,,sweet sweet🦋 | 23 🏹,https://t.co/PEO38exLjG,,False,1064,579,1,Tue Jul 31 00:50:08 +0000 2012,12541,,,True,False,34020,,Tue Dec 15 04:57:43 +0000 2020,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1333982947616063490/iKZN5uu3_normal.jpg,https://pbs.twimg.com/profile_images/1333982947616063490/iKZN5uu3_normal.jpg,https://pbs.twimg.com/profile_banners/727205743/1605244812,F5ABB5,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none
id,727205743,727205743,V,valdizzle_,Paradise,,sweet sweet🦋 | 23 🏹,https://t.co/PEO38exLjG,,False,1064,579,1,Tue Jul 31 00:50:08 +0000 2012,12541,,,True,False,34020,,1338709801744797697,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1333982947616063490/iKZN5uu3_normal.jpg,https://pbs.twimg.com/profile_images/1333982947616063490/iKZN5uu3_normal.jpg,https://pbs.twimg.com/profile_banners/727205743/1605244812,F5ABB5,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none
id_str,727205743,727205743,V,valdizzle_,Paradise,,sweet sweet🦋 | 23 🏹,https://t.co/PEO38exLjG,,False,1064,579,1,Tue Jul 31 00:50:08 +0000 2012,12541,,,True,False,34020,,1338709801744797697,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1333982947616063490/iKZN5uu3_normal.jpg,https://pbs.twimg.com/profile_images/1333982947616063490/iKZN5uu3_normal.jpg,https://pbs.twimg.com/profile_banners/727205743/1605244812,F5ABB5,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none
text,727205743,727205743,V,valdizzle_,Paradise,,sweet sweet🦋 | 23 🏹,https://t.co/PEO38exLjG,,False,1064,579,1,Tue Jul 31 00:50:08 +0000 2012,12541,,,True,False,34020,,https://t.co/KkFp2EmAE2,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1333982947616063490/iKZN5uu3_normal.jpg,https://pbs.twimg.com/profile_images/1333982947616063490/iKZN5uu3_normal.jpg,https://pbs.twimg.com/profile_banners/727205743/1605244812,F5ABB5,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none
truncated,727205743,727205743,V,valdizzle_,Paradise,,sweet sweet🦋 | 23 🏹,https://t.co/PEO38exLjG,,False,1064,579,1,Tue Jul 31 00:50:08 +0000 2012,12541,,,True,False,34020,,False,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1333982947616063490/iKZN5uu3_normal.jpg,https://pbs.twimg.com/profile_images/1333982947616063490/iKZN5uu3_normal.jpg,https://pbs.twimg.com/profile_banners/727205743/1605244812,F5ABB5,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none
entities,727205743,727205743,V,valdizzle_,Paradise,,sweet sweet🦋 | 23 🏹,https://t.co/PEO38exLjG,,False,1064,579,1,Tue Jul 31 00:50:08 +0000 2012,12541,,,True,False,34020,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/KkFp2EmAE2', 'expanded_url': 'https://open.spotify.com/track/5OXPfNGyUDTMOSaGhbAvOr?si=DircfLmlQ0WJeFt2fTwN7g', 'display_url': 'open.spotify.com/track/5OXPfNGy…', 'indices': [0, 23]}]}",False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1333982947616063490/iKZN5uu3_normal.jpg,https://pbs.twimg.com/profile_images/1333982947616063490/iKZN5uu3_normal.jpg,https://pbs.twimg.com/profile_banners/727205743/1605244812,F5ABB5,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none
source,727205743,727205743,V,valdizzle_,Paradise,,sweet sweet🦋 | 23 🏹,https://t.co/PEO38exLjG,,False,1064,579,1,Tue Jul 31 00:50:08 +0000 2012,12541,,,True,False,34020,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1333982947616063490/iKZN5uu3_normal.jpg,https://pbs.twimg.com/profile_images/1333982947616063490/iKZN5uu3_normal.jpg,https://pbs.twimg.com/profile_banners/727205743/1605244812,F5ABB5,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none
in_reply_to_status_id,727205743,727205743,V,valdizzle_,Paradise,,sweet sweet🦋 | 23 🏹,https://t.co/PEO38exLjG,,False,1064,579,1,Tue Jul 31 00:50:08 +0000 2012,12541,,,True,False,34020,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1333982947616063490/iKZN5uu3_normal.jpg,https://pbs.twimg.com/profile_images/1333982947616063490/iKZN5uu3_normal.jpg,https://pbs.twimg.com/profile_banners/727205743/1605244812,F5ABB5,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none
