,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
description,1261693706719105024,1261693706719105024,loacKin,loackerandjam,,,"Adult/ 🇮🇹 /💜 Mr Afton certified simp 💜
#FNAF",,{'urls': []},False,198,287,2,Sat May 16 16:23:23 +0000 2020,6570,,,True,False,3724,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1327710375077408769/jefKNCzm_normal.jpg,https://pbs.twimg.com/profile_images/1327710375077408769/jefKNCzm_normal.jpg,https://pbs.twimg.com/profile_banners/1261693706719105024/1605386031,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
created_at,1261693706719105024,1261693706719105024,loacKin,loackerandjam,,,"Adult/ 🇮🇹 /💜 Mr Afton certified simp 💜
#FNAF",,,False,198,287,2,Sat May 16 16:23:23 +0000 2020,6570,,,True,False,3724,,Tue Dec 15 07:25:03 +0000 2020,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1327710375077408769/jefKNCzm_normal.jpg,https://pbs.twimg.com/profile_images/1327710375077408769/jefKNCzm_normal.jpg,https://pbs.twimg.com/profile_banners/1261693706719105024/1605386031,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
id,1261693706719105024,1261693706719105024,loacKin,loackerandjam,,,"Adult/ 🇮🇹 /💜 Mr Afton certified simp 💜
#FNAF",,,False,198,287,2,Sat May 16 16:23:23 +0000 2020,6570,,,True,False,3724,,1338746880528969728,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1327710375077408769/jefKNCzm_normal.jpg,https://pbs.twimg.com/profile_images/1327710375077408769/jefKNCzm_normal.jpg,https://pbs.twimg.com/profile_banners/1261693706719105024/1605386031,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
id_str,1261693706719105024,1261693706719105024,loacKin,loackerandjam,,,"Adult/ 🇮🇹 /💜 Mr Afton certified simp 💜
#FNAF",,,False,198,287,2,Sat May 16 16:23:23 +0000 2020,6570,,,True,False,3724,,1338746880528969728,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1327710375077408769/jefKNCzm_normal.jpg,https://pbs.twimg.com/profile_images/1327710375077408769/jefKNCzm_normal.jpg,https://pbs.twimg.com/profile_banners/1261693706719105024/1605386031,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
text,1261693706719105024,1261693706719105024,loacKin,loackerandjam,,,"Adult/ 🇮🇹 /💜 Mr Afton certified simp 💜
#FNAF",,,False,198,287,2,Sat May 16 16:23:23 +0000 2020,6570,,,True,False,3724,,Omg they see me... https://t.co/TW6x4dDxAD,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1327710375077408769/jefKNCzm_normal.jpg,https://pbs.twimg.com/profile_images/1327710375077408769/jefKNCzm_normal.jpg,https://pbs.twimg.com/profile_banners/1261693706719105024/1605386031,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
truncated,1261693706719105024,1261693706719105024,loacKin,loackerandjam,,,"Adult/ 🇮🇹 /💜 Mr Afton certified simp 💜
#FNAF",,,False,198,287,2,Sat May 16 16:23:23 +0000 2020,6570,,,True,False,3724,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1327710375077408769/jefKNCzm_normal.jpg,https://pbs.twimg.com/profile_images/1327710375077408769/jefKNCzm_normal.jpg,https://pbs.twimg.com/profile_banners/1261693706719105024/1605386031,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
entities,1261693706719105024,1261693706719105024,loacKin,loackerandjam,,,"Adult/ 🇮🇹 /💜 Mr Afton certified simp 💜
#FNAF",,,False,198,287,2,Sat May 16 16:23:23 +0000 2020,6570,,,True,False,3724,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/TW6x4dDxAD', 'expanded_url': 'https://twitter.com/makeupaguy/status/1338592847239540739', 'display_url': 'twitter.com/makeupaguy/sta…', 'indices': [19, 42]}]}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1327710375077408769/jefKNCzm_normal.jpg,https://pbs.twimg.com/profile_images/1327710375077408769/jefKNCzm_normal.jpg,https://pbs.twimg.com/profile_banners/1261693706719105024/1605386031,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
source,1261693706719105024,1261693706719105024,loacKin,loackerandjam,,,"Adult/ 🇮🇹 /💜 Mr Afton certified simp 💜
#FNAF",,,False,198,287,2,Sat May 16 16:23:23 +0000 2020,6570,,,True,False,3724,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1327710375077408769/jefKNCzm_normal.jpg,https://pbs.twimg.com/profile_images/1327710375077408769/jefKNCzm_normal.jpg,https://pbs.twimg.com/profile_banners/1261693706719105024/1605386031,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
in_reply_to_status_id,1261693706719105024,1261693706719105024,loacKin,loackerandjam,,,"Adult/ 🇮🇹 /💜 Mr Afton certified simp 💜
#FNAF",,,False,198,287,2,Sat May 16 16:23:23 +0000 2020,6570,,,True,False,3724,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1327710375077408769/jefKNCzm_normal.jpg,https://pbs.twimg.com/profile_images/1327710375077408769/jefKNCzm_normal.jpg,https://pbs.twimg.com/profile_banners/1261693706719105024/1605386031,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
in_reply_to_status_id_str,1261693706719105024,1261693706719105024,loacKin,loackerandjam,,,"Adult/ 🇮🇹 /💜 Mr Afton certified simp 💜
#FNAF",,,False,198,287,2,Sat May 16 16:23:23 +0000 2020,6570,,,True,False,3724,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1327710375077408769/jefKNCzm_normal.jpg,https://pbs.twimg.com/profile_images/1327710375077408769/jefKNCzm_normal.jpg,https://pbs.twimg.com/profile_banners/1261693706719105024/1605386031,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
