,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
description,2463972014,2463972014,| ₩y@TT  _   ¥ounG |,Wyattyoung91,California Is Home #209,,“None but ourselves can free our minds.”,,{'urls': []},False,216,307,1,Sat Apr 26 02:46:09 +0000 2014,13488,,,True,False,8972,,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1265349261283098627/B2p7ZAMu_normal.jpg,https://pbs.twimg.com/profile_images/1265349261283098627/B2p7ZAMu_normal.jpg,https://pbs.twimg.com/profile_banners/2463972014/1580085175,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
created_at,2463972014,2463972014,| ₩y@TT  _   ¥ounG |,Wyattyoung91,California Is Home #209,,“None but ourselves can free our minds.”,,,False,216,307,1,Sat Apr 26 02:46:09 +0000 2014,13488,,,True,False,8972,,Wed Dec 16 03:19:40 +0000 2020,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1265349261283098627/B2p7ZAMu_normal.jpg,https://pbs.twimg.com/profile_images/1265349261283098627/B2p7ZAMu_normal.jpg,https://pbs.twimg.com/profile_banners/2463972014/1580085175,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id,2463972014,2463972014,| ₩y@TT  _   ¥ounG |,Wyattyoung91,California Is Home #209,,“None but ourselves can free our minds.”,,,False,216,307,1,Sat Apr 26 02:46:09 +0000 2014,13488,,,True,False,8972,,1339047514318667776,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1265349261283098627/B2p7ZAMu_normal.jpg,https://pbs.twimg.com/profile_images/1265349261283098627/B2p7ZAMu_normal.jpg,https://pbs.twimg.com/profile_banners/2463972014/1580085175,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id_str,2463972014,2463972014,| ₩y@TT  _   ¥ounG |,Wyattyoung91,California Is Home #209,,“None but ourselves can free our minds.”,,,False,216,307,1,Sat Apr 26 02:46:09 +0000 2014,13488,,,True,False,8972,,1339047514318667776,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1265349261283098627/B2p7ZAMu_normal.jpg,https://pbs.twimg.com/profile_images/1265349261283098627/B2p7ZAMu_normal.jpg,https://pbs.twimg.com/profile_banners/2463972014/1580085175,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
text,2463972014,2463972014,| ₩y@TT  _   ¥ounG |,Wyattyoung91,California Is Home #209,,“None but ourselves can free our minds.”,,,False,216,307,1,Sat Apr 26 02:46:09 +0000 2014,13488,,,True,False,8972,,@MikeMayockJr @AI_XLV,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1265349261283098627/B2p7ZAMu_normal.jpg,https://pbs.twimg.com/profile_images/1265349261283098627/B2p7ZAMu_normal.jpg,https://pbs.twimg.com/profile_banners/2463972014/1580085175,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
truncated,2463972014,2463972014,| ₩y@TT  _   ¥ounG |,Wyattyoung91,California Is Home #209,,“None but ourselves can free our minds.”,,,False,216,307,1,Sat Apr 26 02:46:09 +0000 2014,13488,,,True,False,8972,,False,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1265349261283098627/B2p7ZAMu_normal.jpg,https://pbs.twimg.com/profile_images/1265349261283098627/B2p7ZAMu_normal.jpg,https://pbs.twimg.com/profile_banners/2463972014/1580085175,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
entities,2463972014,2463972014,| ₩y@TT  _   ¥ounG |,Wyattyoung91,California Is Home #209,,“None but ourselves can free our minds.”,,,False,216,307,1,Sat Apr 26 02:46:09 +0000 2014,13488,,,True,False,8972,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MikeMayockJr', 'name': 'MAYOCK SZN', 'id': 851290506973675521, 'id_str': '851290506973675521', 'indices': [0, 13]}, {'screen_name': 'AI_XLV', 'name': 'Alec Ingold', 'id': 882824281, 'id_str': '882824281', 'indices': [14, 21]}], 'urls': []}",False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1265349261283098627/B2p7ZAMu_normal.jpg,https://pbs.twimg.com/profile_images/1265349261283098627/B2p7ZAMu_normal.jpg,https://pbs.twimg.com/profile_banners/2463972014/1580085175,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
source,2463972014,2463972014,| ₩y@TT  _   ¥ounG |,Wyattyoung91,California Is Home #209,,“None but ourselves can free our minds.”,,,False,216,307,1,Sat Apr 26 02:46:09 +0000 2014,13488,,,True,False,8972,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1265349261283098627/B2p7ZAMu_normal.jpg,https://pbs.twimg.com/profile_images/1265349261283098627/B2p7ZAMu_normal.jpg,https://pbs.twimg.com/profile_banners/2463972014/1580085175,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id,2463972014,2463972014,| ₩y@TT  _   ¥ounG |,Wyattyoung91,California Is Home #209,,“None but ourselves can free our minds.”,,,False,216,307,1,Sat Apr 26 02:46:09 +0000 2014,13488,,,True,False,8972,,1339041962603659265,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1265349261283098627/B2p7ZAMu_normal.jpg,https://pbs.twimg.com/profile_images/1265349261283098627/B2p7ZAMu_normal.jpg,https://pbs.twimg.com/profile_banners/2463972014/1580085175,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id_str,2463972014,2463972014,| ₩y@TT  _   ¥ounG |,Wyattyoung91,California Is Home #209,,“None but ourselves can free our minds.”,,,False,216,307,1,Sat Apr 26 02:46:09 +0000 2014,13488,,,True,False,8972,,1339041962603659265,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1265349261283098627/B2p7ZAMu_normal.jpg,https://pbs.twimg.com/profile_images/1265349261283098627/B2p7ZAMu_normal.jpg,https://pbs.twimg.com/profile_banners/2463972014/1580085175,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
