,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
url,74374486,74374486,𝚐𝚛𝚊𝚗𝚍 𝚊𝚍𝚖𝚒𝚛𝚊𝚕 𝚙𝚛𝟶𝚗,haloinagaystack,closer to heaven ,,paradise is somewhere else | 😈@thesaddestghey | xvx | ✍️ no echo / cvlt nation / just like heaven zine,https://t.co/HJkmLuIl5G,"{'urls': [{'url': 'https://t.co/HJkmLuIl5G', 'expanded_url': 'https://digitalfuture.bigcartel.com/', 'display_url': 'digitalfuture.bigcartel.com', 'indices': [0, 23]}]}",False,586,487,2,Tue Sep 15 05:25:09 +0000 2009,37760,,,True,False,26258,,,False,False,True,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1322963825008635904/Fl2z1rm2_normal.jpg,https://pbs.twimg.com/profile_images/1322963825008635904/Fl2z1rm2_normal.jpg,https://pbs.twimg.com/profile_banners/74374486/1607326668,688FAC,000000,000008,F9F9FC,True,True,False,False,False,False,False,none
description,74374486,74374486,𝚐𝚛𝚊𝚗𝚍 𝚊𝚍𝚖𝚒𝚛𝚊𝚕 𝚙𝚛𝟶𝚗,haloinagaystack,closer to heaven ,,paradise is somewhere else | 😈@thesaddestghey | xvx | ✍️ no echo / cvlt nation / just like heaven zine,https://t.co/HJkmLuIl5G,{'urls': []},False,586,487,2,Tue Sep 15 05:25:09 +0000 2009,37760,,,True,False,26258,,,False,False,True,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1322963825008635904/Fl2z1rm2_normal.jpg,https://pbs.twimg.com/profile_images/1322963825008635904/Fl2z1rm2_normal.jpg,https://pbs.twimg.com/profile_banners/74374486/1607326668,688FAC,000000,000008,F9F9FC,True,True,False,False,False,False,False,none
created_at,74374486,74374486,𝚐𝚛𝚊𝚗𝚍 𝚊𝚍𝚖𝚒𝚛𝚊𝚕 𝚙𝚛𝟶𝚗,haloinagaystack,closer to heaven ,,paradise is somewhere else | 😈@thesaddestghey | xvx | ✍️ no echo / cvlt nation / just like heaven zine,https://t.co/HJkmLuIl5G,,False,586,487,2,Tue Sep 15 05:25:09 +0000 2009,37760,,,True,False,26258,,Tue Dec 15 02:59:55 +0000 2020,False,False,True,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1322963825008635904/Fl2z1rm2_normal.jpg,https://pbs.twimg.com/profile_images/1322963825008635904/Fl2z1rm2_normal.jpg,https://pbs.twimg.com/profile_banners/74374486/1607326668,688FAC,000000,000008,F9F9FC,True,True,False,False,False,False,False,none
id,74374486,74374486,𝚐𝚛𝚊𝚗𝚍 𝚊𝚍𝚖𝚒𝚛𝚊𝚕 𝚙𝚛𝟶𝚗,haloinagaystack,closer to heaven ,,paradise is somewhere else | 😈@thesaddestghey | xvx | ✍️ no echo / cvlt nation / just like heaven zine,https://t.co/HJkmLuIl5G,,False,586,487,2,Tue Sep 15 05:25:09 +0000 2009,37760,,,True,False,26258,,1338680154831212544,False,False,True,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1322963825008635904/Fl2z1rm2_normal.jpg,https://pbs.twimg.com/profile_images/1322963825008635904/Fl2z1rm2_normal.jpg,https://pbs.twimg.com/profile_banners/74374486/1607326668,688FAC,000000,000008,F9F9FC,True,True,False,False,False,False,False,none
id_str,74374486,74374486,𝚐𝚛𝚊𝚗𝚍 𝚊𝚍𝚖𝚒𝚛𝚊𝚕 𝚙𝚛𝟶𝚗,haloinagaystack,closer to heaven ,,paradise is somewhere else | 😈@thesaddestghey | xvx | ✍️ no echo / cvlt nation / just like heaven zine,https://t.co/HJkmLuIl5G,,False,586,487,2,Tue Sep 15 05:25:09 +0000 2009,37760,,,True,False,26258,,1338680154831212544,False,False,True,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1322963825008635904/Fl2z1rm2_normal.jpg,https://pbs.twimg.com/profile_images/1322963825008635904/Fl2z1rm2_normal.jpg,https://pbs.twimg.com/profile_banners/74374486/1607326668,688FAC,000000,000008,F9F9FC,True,True,False,False,False,False,False,none
text,74374486,74374486,𝚐𝚛𝚊𝚗𝚍 𝚊𝚍𝚖𝚒𝚛𝚊𝚕 𝚙𝚛𝟶𝚗,haloinagaystack,closer to heaven ,,paradise is somewhere else | 😈@thesaddestghey | xvx | ✍️ no echo / cvlt nation / just like heaven zine,https://t.co/HJkmLuIl5G,,False,586,487,2,Tue Sep 15 05:25:09 +0000 2009,37760,,,True,False,26258,,the best ending to any Star Wars film https://t.co/3dtibIkD5l,False,False,True,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1322963825008635904/Fl2z1rm2_normal.jpg,https://pbs.twimg.com/profile_images/1322963825008635904/Fl2z1rm2_normal.jpg,https://pbs.twimg.com/profile_banners/74374486/1607326668,688FAC,000000,000008,F9F9FC,True,True,False,False,False,False,False,none
truncated,74374486,74374486,𝚐𝚛𝚊𝚗𝚍 𝚊𝚍𝚖𝚒𝚛𝚊𝚕 𝚙𝚛𝟶𝚗,haloinagaystack,closer to heaven ,,paradise is somewhere else | 😈@thesaddestghey | xvx | ✍️ no echo / cvlt nation / just like heaven zine,https://t.co/HJkmLuIl5G,,False,586,487,2,Tue Sep 15 05:25:09 +0000 2009,37760,,,True,False,26258,,False,False,False,True,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1322963825008635904/Fl2z1rm2_normal.jpg,https://pbs.twimg.com/profile_images/1322963825008635904/Fl2z1rm2_normal.jpg,https://pbs.twimg.com/profile_banners/74374486/1607326668,688FAC,000000,000008,F9F9FC,True,True,False,False,False,False,False,none
entities,74374486,74374486,𝚐𝚛𝚊𝚗𝚍 𝚊𝚍𝚖𝚒𝚛𝚊𝚕 𝚙𝚛𝟶𝚗,haloinagaystack,closer to heaven ,,paradise is somewhere else | 😈@thesaddestghey | xvx | ✍️ no echo / cvlt nation / just like heaven zine,https://t.co/HJkmLuIl5G,,False,586,487,2,Tue Sep 15 05:25:09 +0000 2009,37760,,,True,False,26258,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/3dtibIkD5l', 'expanded_url': 'https://twitter.com/william_jedi/status/1338182023983243264', 'display_url': 'twitter.com/william_jedi/s…', 'indices': [38, 61]}]}",False,False,True,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1322963825008635904/Fl2z1rm2_normal.jpg,https://pbs.twimg.com/profile_images/1322963825008635904/Fl2z1rm2_normal.jpg,https://pbs.twimg.com/profile_banners/74374486/1607326668,688FAC,000000,000008,F9F9FC,True,True,False,False,False,False,False,none
source,74374486,74374486,𝚐𝚛𝚊𝚗𝚍 𝚊𝚍𝚖𝚒𝚛𝚊𝚕 𝚙𝚛𝟶𝚗,haloinagaystack,closer to heaven ,,paradise is somewhere else | 😈@thesaddestghey | xvx | ✍️ no echo / cvlt nation / just like heaven zine,https://t.co/HJkmLuIl5G,,False,586,487,2,Tue Sep 15 05:25:09 +0000 2009,37760,,,True,False,26258,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,False,True,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1322963825008635904/Fl2z1rm2_normal.jpg,https://pbs.twimg.com/profile_images/1322963825008635904/Fl2z1rm2_normal.jpg,https://pbs.twimg.com/profile_banners/74374486/1607326668,688FAC,000000,000008,F9F9FC,True,True,False,False,False,False,False,none
in_reply_to_status_id,74374486,74374486,𝚐𝚛𝚊𝚗𝚍 𝚊𝚍𝚖𝚒𝚛𝚊𝚕 𝚙𝚛𝟶𝚗,haloinagaystack,closer to heaven ,,paradise is somewhere else | 😈@thesaddestghey | xvx | ✍️ no echo / cvlt nation / just like heaven zine,https://t.co/HJkmLuIl5G,,False,586,487,2,Tue Sep 15 05:25:09 +0000 2009,37760,,,True,False,26258,,,False,False,True,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1322963825008635904/Fl2z1rm2_normal.jpg,https://pbs.twimg.com/profile_images/1322963825008635904/Fl2z1rm2_normal.jpg,https://pbs.twimg.com/profile_banners/74374486/1607326668,688FAC,000000,000008,F9F9FC,True,True,False,False,False,False,False,none
