,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
id,2931345903,2931345903,TheCanadianTree| Nu-13 gang,TheCanadianTree,"Ontario, Canada",89b2eb8b2b9847f7,"that one tree. Nu is best girl.  i play anime fighters. BBtag, uniclr, GGxrd, and, BBCF are the main four. character crisis in progress..",,,False,16,119,1,Fri Dec 19 02:50:49 +0000 2014,7665,,,False,False,5994,,1339029038216704000,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1199159180193665024/-Yp6VOYO_normal.png,https://pbs.twimg.com/profile_images/1199159180193665024/-Yp6VOYO_normal.png,https://pbs.twimg.com/profile_banners/2931345903/1592683369,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none
url,2931345903,2931345903,TheCanadianTree| Nu-13 gang,TheCanadianTree,"Ontario, Canada",https://api.twitter.com/1.1/geo/id/89b2eb8b2b9847f7.json,"that one tree. Nu is best girl.  i play anime fighters. BBtag, uniclr, GGxrd, and, BBCF are the main four. character crisis in progress..",,,False,16,119,1,Fri Dec 19 02:50:49 +0000 2014,7665,,,False,False,5994,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1199159180193665024/-Yp6VOYO_normal.png,https://pbs.twimg.com/profile_images/1199159180193665024/-Yp6VOYO_normal.png,https://pbs.twimg.com/profile_banners/2931345903/1592683369,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none
place_type,2931345903,2931345903,TheCanadianTree| Nu-13 gang,TheCanadianTree,"Ontario, Canada",unknown,"that one tree. Nu is best girl.  i play anime fighters. BBtag, uniclr, GGxrd, and, BBCF are the main four. character crisis in progress..",,,False,16,119,1,Fri Dec 19 02:50:49 +0000 2014,7665,,,False,False,5994,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1199159180193665024/-Yp6VOYO_normal.png,https://pbs.twimg.com/profile_images/1199159180193665024/-Yp6VOYO_normal.png,https://pbs.twimg.com/profile_banners/2931345903/1592683369,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none
name,2931345903,2931345903,TheCanadianTree| Nu-13 gang,TheCanadianTree,"Ontario, Canada","Ontario, Canada","that one tree. Nu is best girl.  i play anime fighters. BBtag, uniclr, GGxrd, and, BBCF are the main four. character crisis in progress..",,,False,16,119,1,Fri Dec 19 02:50:49 +0000 2014,7665,,,False,False,5994,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1199159180193665024/-Yp6VOYO_normal.png,https://pbs.twimg.com/profile_images/1199159180193665024/-Yp6VOYO_normal.png,https://pbs.twimg.com/profile_banners/2931345903/1592683369,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none
full_name,2931345903,2931345903,TheCanadianTree| Nu-13 gang,TheCanadianTree,"Ontario, Canada","Ontario, Canada","that one tree. Nu is best girl.  i play anime fighters. BBtag, uniclr, GGxrd, and, BBCF are the main four. character crisis in progress..",,,False,16,119,1,Fri Dec 19 02:50:49 +0000 2014,7665,,,False,False,5994,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1199159180193665024/-Yp6VOYO_normal.png,https://pbs.twimg.com/profile_images/1199159180193665024/-Yp6VOYO_normal.png,https://pbs.twimg.com/profile_banners/2931345903/1592683369,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none
country_code,2931345903,2931345903,TheCanadianTree| Nu-13 gang,TheCanadianTree,"Ontario, Canada",,"that one tree. Nu is best girl.  i play anime fighters. BBtag, uniclr, GGxrd, and, BBCF are the main four. character crisis in progress..",,,False,16,119,1,Fri Dec 19 02:50:49 +0000 2014,7665,,,False,False,5994,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1199159180193665024/-Yp6VOYO_normal.png,https://pbs.twimg.com/profile_images/1199159180193665024/-Yp6VOYO_normal.png,https://pbs.twimg.com/profile_banners/2931345903/1592683369,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none
country,2931345903,2931345903,TheCanadianTree| Nu-13 gang,TheCanadianTree,"Ontario, Canada",,"that one tree. Nu is best girl.  i play anime fighters. BBtag, uniclr, GGxrd, and, BBCF are the main four. character crisis in progress..",,,False,16,119,1,Fri Dec 19 02:50:49 +0000 2014,7665,,,False,False,5994,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1199159180193665024/-Yp6VOYO_normal.png,https://pbs.twimg.com/profile_images/1199159180193665024/-Yp6VOYO_normal.png,https://pbs.twimg.com/profile_banners/2931345903/1592683369,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none
contained_within,2931345903,2931345903,TheCanadianTree| Nu-13 gang,TheCanadianTree,"Ontario, Canada",[],"that one tree. Nu is best girl.  i play anime fighters. BBtag, uniclr, GGxrd, and, BBCF are the main four. character crisis in progress..",,,False,16,119,1,Fri Dec 19 02:50:49 +0000 2014,7665,,,False,False,5994,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1199159180193665024/-Yp6VOYO_normal.png,https://pbs.twimg.com/profile_images/1199159180193665024/-Yp6VOYO_normal.png,https://pbs.twimg.com/profile_banners/2931345903/1592683369,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none
bounding_box,2931345903,2931345903,TheCanadianTree| Nu-13 gang,TheCanadianTree,"Ontario, Canada",,"that one tree. Nu is best girl.  i play anime fighters. BBtag, uniclr, GGxrd, and, BBCF are the main four. character crisis in progress..",,,False,16,119,1,Fri Dec 19 02:50:49 +0000 2014,7665,,,False,False,5994,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1199159180193665024/-Yp6VOYO_normal.png,https://pbs.twimg.com/profile_images/1199159180193665024/-Yp6VOYO_normal.png,https://pbs.twimg.com/profile_banners/2931345903/1592683369,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none
attributes,2931345903,2931345903,TheCanadianTree| Nu-13 gang,TheCanadianTree,"Ontario, Canada",{},"that one tree. Nu is best girl.  i play anime fighters. BBtag, uniclr, GGxrd, and, BBCF are the main four. character crisis in progress..",,,False,16,119,1,Fri Dec 19 02:50:49 +0000 2014,7665,,,False,False,5994,,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1199159180193665024/-Yp6VOYO_normal.png,https://pbs.twimg.com/profile_images/1199159180193665024/-Yp6VOYO_normal.png,https://pbs.twimg.com/profile_banners/2931345903/1592683369,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none
