,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
url,1308787900687945728,1308787900687945728,수현 | STREAM BE AND LIFE GOES ON,awsoohyun,,,"Ohmmmmmmyyyyyyyyggghghhhhhhhgggggggggdhdhsjsixudbslsogbdsisgshdbxidjdbdidhdifjfiri | @BTS_twt, 2020",https://t.co/TC0lBR8VPM,"{'urls': [{'url': 'https://t.co/TC0lBR8VPM', 'expanded_url': 'http://youtu.be/-5q5mZbe3V8', 'display_url': 'youtu.be/-5q5mZbe3V8', 'indices': [0, 23]}]}",False,86,133,1,Wed Sep 23 15:19:10 +0000 2020,7604,,,False,False,8376,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1334870500334391300/_-Qjmni1_normal.jpg,https://pbs.twimg.com/profile_images/1334870500334391300/_-Qjmni1_normal.jpg,https://pbs.twimg.com/profile_banners/1308787900687945728/1607092904,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
description,1308787900687945728,1308787900687945728,수현 | STREAM BE AND LIFE GOES ON,awsoohyun,,,"Ohmmmmmmyyyyyyyyggghghhhhhhhgggggggggdhdhsjsixudbslsogbdsisgshdbxidjdbdidhdifjfiri | @BTS_twt, 2020",https://t.co/TC0lBR8VPM,{'urls': []},False,86,133,1,Wed Sep 23 15:19:10 +0000 2020,7604,,,False,False,8376,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1334870500334391300/_-Qjmni1_normal.jpg,https://pbs.twimg.com/profile_images/1334870500334391300/_-Qjmni1_normal.jpg,https://pbs.twimg.com/profile_banners/1308787900687945728/1607092904,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
created_at,1308787900687945728,1308787900687945728,수현 | STREAM BE AND LIFE GOES ON,awsoohyun,,,"Ohmmmmmmyyyyyyyyggghghhhhhhhgggggggggdhdhsjsixudbslsogbdsisgshdbxidjdbdidhdifjfiri | @BTS_twt, 2020",https://t.co/TC0lBR8VPM,,False,86,133,1,Wed Sep 23 15:19:10 +0000 2020,7604,,,False,False,8376,,Tue Dec 15 06:54:06 +0000 2020,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1334870500334391300/_-Qjmni1_normal.jpg,https://pbs.twimg.com/profile_images/1334870500334391300/_-Qjmni1_normal.jpg,https://pbs.twimg.com/profile_banners/1308787900687945728/1607092904,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id,1308787900687945728,1308787900687945728,수현 | STREAM BE AND LIFE GOES ON,awsoohyun,,,"Ohmmmmmmyyyyyyyyggghghhhhhhhgggggggggdhdhsjsixudbslsogbdsisgshdbxidjdbdidhdifjfiri | @BTS_twt, 2020",https://t.co/TC0lBR8VPM,,False,86,133,1,Wed Sep 23 15:19:10 +0000 2020,7604,,,False,False,8376,,1338739089403572224,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1334870500334391300/_-Qjmni1_normal.jpg,https://pbs.twimg.com/profile_images/1334870500334391300/_-Qjmni1_normal.jpg,https://pbs.twimg.com/profile_banners/1308787900687945728/1607092904,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id_str,1308787900687945728,1308787900687945728,수현 | STREAM BE AND LIFE GOES ON,awsoohyun,,,"Ohmmmmmmyyyyyyyyggghghhhhhhhgggggggggdhdhsjsixudbslsogbdsisgshdbxidjdbdidhdifjfiri | @BTS_twt, 2020",https://t.co/TC0lBR8VPM,,False,86,133,1,Wed Sep 23 15:19:10 +0000 2020,7604,,,False,False,8376,,1338739089403572224,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1334870500334391300/_-Qjmni1_normal.jpg,https://pbs.twimg.com/profile_images/1334870500334391300/_-Qjmni1_normal.jpg,https://pbs.twimg.com/profile_banners/1308787900687945728/1607092904,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
text,1308787900687945728,1308787900687945728,수현 | STREAM BE AND LIFE GOES ON,awsoohyun,,,"Ohmmmmmmyyyyyyyyggghghhhhhhhgggggggggdhdhsjsixudbslsogbdsisgshdbxidjdbdidhdifjfiri | @BTS_twt, 2020",https://t.co/TC0lBR8VPM,,False,86,133,1,Wed Sep 23 15:19:10 +0000 2020,7604,,,False,False,8376,,@belovedjake me too,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1334870500334391300/_-Qjmni1_normal.jpg,https://pbs.twimg.com/profile_images/1334870500334391300/_-Qjmni1_normal.jpg,https://pbs.twimg.com/profile_banners/1308787900687945728/1607092904,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
truncated,1308787900687945728,1308787900687945728,수현 | STREAM BE AND LIFE GOES ON,awsoohyun,,,"Ohmmmmmmyyyyyyyyggghghhhhhhhgggggggggdhdhsjsixudbslsogbdsisgshdbxidjdbdidhdifjfiri | @BTS_twt, 2020",https://t.co/TC0lBR8VPM,,False,86,133,1,Wed Sep 23 15:19:10 +0000 2020,7604,,,False,False,8376,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1334870500334391300/_-Qjmni1_normal.jpg,https://pbs.twimg.com/profile_images/1334870500334391300/_-Qjmni1_normal.jpg,https://pbs.twimg.com/profile_banners/1308787900687945728/1607092904,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
entities,1308787900687945728,1308787900687945728,수현 | STREAM BE AND LIFE GOES ON,awsoohyun,,,"Ohmmmmmmyyyyyyyyggghghhhhhhhgggggggggdhdhsjsixudbslsogbdsisgshdbxidjdbdidhdifjfiri | @BTS_twt, 2020",https://t.co/TC0lBR8VPM,,False,86,133,1,Wed Sep 23 15:19:10 +0000 2020,7604,,,False,False,8376,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'belovedjake', 'name': 'reine 🐧', 'id': 879342947006693376, 'id_str': '879342947006693376', 'indices': [0, 12]}], 'urls': []}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1334870500334391300/_-Qjmni1_normal.jpg,https://pbs.twimg.com/profile_images/1334870500334391300/_-Qjmni1_normal.jpg,https://pbs.twimg.com/profile_banners/1308787900687945728/1607092904,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
source,1308787900687945728,1308787900687945728,수현 | STREAM BE AND LIFE GOES ON,awsoohyun,,,"Ohmmmmmmyyyyyyyyggghghhhhhhhgggggggggdhdhsjsixudbslsogbdsisgshdbxidjdbdidhdifjfiri | @BTS_twt, 2020",https://t.co/TC0lBR8VPM,,False,86,133,1,Wed Sep 23 15:19:10 +0000 2020,7604,,,False,False,8376,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1334870500334391300/_-Qjmni1_normal.jpg,https://pbs.twimg.com/profile_images/1334870500334391300/_-Qjmni1_normal.jpg,https://pbs.twimg.com/profile_banners/1308787900687945728/1607092904,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id,1308787900687945728,1308787900687945728,수현 | STREAM BE AND LIFE GOES ON,awsoohyun,,,"Ohmmmmmmyyyyyyyyggghghhhhhhhgggggggggdhdhsjsixudbslsogbdsisgshdbxidjdbdidhdifjfiri | @BTS_twt, 2020",https://t.co/TC0lBR8VPM,,False,86,133,1,Wed Sep 23 15:19:10 +0000 2020,7604,,,False,False,8376,,1338692934502236167,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1334870500334391300/_-Qjmni1_normal.jpg,https://pbs.twimg.com/profile_images/1334870500334391300/_-Qjmni1_normal.jpg,https://pbs.twimg.com/profile_banners/1308787900687945728/1607092904,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
