,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
description,1293595038258286593,1293595038258286593,lucy | is a jo simp ; PINNED,lucyweasley222,"forks, wa",,🌲🐾🐿 - lesbian lover wife to jo - bisexual - 16 - rpattz stan - twilight whore - jo was here 🐁,,{'urls': []},False,269,230,12,Wed Aug 12 17:07:54 +0000 2020,4417,,,True,False,4419,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_banners/1293595038258286593/1607899113,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
created_at,1293595038258286593,1293595038258286593,lucy | is a jo simp ; PINNED,lucyweasley222,"forks, wa",,🌲🐾🐿 - lesbian lover wife to jo - bisexual - 16 - rpattz stan - twilight whore - jo was here 🐁,,,False,269,230,12,Wed Aug 12 17:07:54 +0000 2020,4417,,,True,False,4419,,Tue Dec 15 06:40:34 +0000 2020,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_banners/1293595038258286593/1607899113,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id,1293595038258286593,1293595038258286593,lucy | is a jo simp ; PINNED,lucyweasley222,"forks, wa",,🌲🐾🐿 - lesbian lover wife to jo - bisexual - 16 - rpattz stan - twilight whore - jo was here 🐁,,,False,269,230,12,Wed Aug 12 17:07:54 +0000 2020,4417,,,True,False,4419,,1338735684618686464,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_banners/1293595038258286593/1607899113,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id_str,1293595038258286593,1293595038258286593,lucy | is a jo simp ; PINNED,lucyweasley222,"forks, wa",,🌲🐾🐿 - lesbian lover wife to jo - bisexual - 16 - rpattz stan - twilight whore - jo was here 🐁,,,False,269,230,12,Wed Aug 12 17:07:54 +0000 2020,4417,,,True,False,4419,,1338735684618686464,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_banners/1293595038258286593/1607899113,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
text,1293595038258286593,1293595038258286593,lucy | is a jo simp ; PINNED,lucyweasley222,"forks, wa",,🌲🐾🐿 - lesbian lover wife to jo - bisexual - 16 - rpattz stan - twilight whore - jo was here 🐁,,,False,269,230,12,Wed Aug 12 17:07:54 +0000 2020,4417,,,True,False,4419,,@Iottiee girl u scared me,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_banners/1293595038258286593/1607899113,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
truncated,1293595038258286593,1293595038258286593,lucy | is a jo simp ; PINNED,lucyweasley222,"forks, wa",,🌲🐾🐿 - lesbian lover wife to jo - bisexual - 16 - rpattz stan - twilight whore - jo was here 🐁,,,False,269,230,12,Wed Aug 12 17:07:54 +0000 2020,4417,,,True,False,4419,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_banners/1293595038258286593/1607899113,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
entities,1293595038258286593,1293595038258286593,lucy | is a jo simp ; PINNED,lucyweasley222,"forks, wa",,🌲🐾🐿 - lesbian lover wife to jo - bisexual - 16 - rpattz stan - twilight whore - jo was here 🐁,,,False,269,230,12,Wed Aug 12 17:07:54 +0000 2020,4417,,,True,False,4419,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Iottiee', 'name': 'ً', 'id': 3010448067, 'id_str': '3010448067', 'indices': [0, 8]}], 'urls': []}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_banners/1293595038258286593/1607899113,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
source,1293595038258286593,1293595038258286593,lucy | is a jo simp ; PINNED,lucyweasley222,"forks, wa",,🌲🐾🐿 - lesbian lover wife to jo - bisexual - 16 - rpattz stan - twilight whore - jo was here 🐁,,,False,269,230,12,Wed Aug 12 17:07:54 +0000 2020,4417,,,True,False,4419,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_banners/1293595038258286593/1607899113,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id,1293595038258286593,1293595038258286593,lucy | is a jo simp ; PINNED,lucyweasley222,"forks, wa",,🌲🐾🐿 - lesbian lover wife to jo - bisexual - 16 - rpattz stan - twilight whore - jo was here 🐁,,,False,269,230,12,Wed Aug 12 17:07:54 +0000 2020,4417,,,True,False,4419,,1338582137797271552,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_banners/1293595038258286593/1607899113,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id_str,1293595038258286593,1293595038258286593,lucy | is a jo simp ; PINNED,lucyweasley222,"forks, wa",,🌲🐾🐿 - lesbian lover wife to jo - bisexual - 16 - rpattz stan - twilight whore - jo was here 🐁,,,False,269,230,12,Wed Aug 12 17:07:54 +0000 2020,4417,,,True,False,4419,,1338582137797271552,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_banners/1293595038258286593/1607899113,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id,1293595038258286593,1293595038258286593,lucy | is a jo simp ; PINNED,lucyweasley222,"forks, wa",,🌲🐾🐿 - lesbian lover wife to jo - bisexual - 16 - rpattz stan - twilight whore - jo was here 🐁,,,False,269,230,12,Wed Aug 12 17:07:54 +0000 2020,4417,,,True,False,4419,,3010448067,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_banners/1293595038258286593/1607899113,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id_str,1293595038258286593,1293595038258286593,lucy | is a jo simp ; PINNED,lucyweasley222,"forks, wa",,🌲🐾🐿 - lesbian lover wife to jo - bisexual - 16 - rpattz stan - twilight whore - jo was here 🐁,,,False,269,230,12,Wed Aug 12 17:07:54 +0000 2020,4417,,,True,False,4419,,3010448067,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_banners/1293595038258286593/1607899113,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_screen_name,1293595038258286593,1293595038258286593,lucy | is a jo simp ; PINNED,lucyweasley222,"forks, wa",,🌲🐾🐿 - lesbian lover wife to jo - bisexual - 16 - rpattz stan - twilight whore - jo was here 🐁,,,False,269,230,12,Wed Aug 12 17:07:54 +0000 2020,4417,,,True,False,4419,,Iottiee,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_images/1338251987599716352/wKmUcBHD_normal.jpg,https://pbs.twimg.com/profile_banners/1293595038258286593/1607899113,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
