,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
description,3366400617,3366400617,everyday shevine / Nobody’s Love #M5Memories,EverydayShevine,"Los Angeles, CA",,Just a Fan page of the Shevine Love & I'm NOT ADAM LEVINE Been loving Maroon 5 for 11 plus Years Too #OneLove #AdamAndBehatiForever ❤️,,{'urls': []},False,1566,578,27,Wed Jul 08 19:30:37 +0000 2015,160882,,,False,False,56494,,,False,False,False,ABB8C2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1333827137690714112/tvtMuZaA_normal.jpg,https://pbs.twimg.com/profile_images/1333827137690714112/tvtMuZaA_normal.jpg,https://pbs.twimg.com/profile_banners/3366400617/1595816103,0084B4,000000,000000,000000,True,True,False,False,False,False,False,none
created_at,3366400617,3366400617,everyday shevine / Nobody’s Love #M5Memories,EverydayShevine,"Los Angeles, CA",,Just a Fan page of the Shevine Love & I'm NOT ADAM LEVINE Been loving Maroon 5 for 11 plus Years Too #OneLove #AdamAndBehatiForever ❤️,,,False,1566,578,27,Wed Jul 08 19:30:37 +0000 2015,160882,,,False,False,56494,,Tue Dec 15 07:33:59 +0000 2020,False,False,False,ABB8C2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1333827137690714112/tvtMuZaA_normal.jpg,https://pbs.twimg.com/profile_images/1333827137690714112/tvtMuZaA_normal.jpg,https://pbs.twimg.com/profile_banners/3366400617/1595816103,0084B4,000000,000000,000000,True,True,False,False,False,False,False,none
id,3366400617,3366400617,everyday shevine / Nobody’s Love #M5Memories,EverydayShevine,"Los Angeles, CA",,Just a Fan page of the Shevine Love & I'm NOT ADAM LEVINE Been loving Maroon 5 for 11 plus Years Too #OneLove #AdamAndBehatiForever ❤️,,,False,1566,578,27,Wed Jul 08 19:30:37 +0000 2015,160882,,,False,False,56494,,1338749125936861185,False,False,False,ABB8C2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1333827137690714112/tvtMuZaA_normal.jpg,https://pbs.twimg.com/profile_images/1333827137690714112/tvtMuZaA_normal.jpg,https://pbs.twimg.com/profile_banners/3366400617/1595816103,0084B4,000000,000000,000000,True,True,False,False,False,False,False,none
id_str,3366400617,3366400617,everyday shevine / Nobody’s Love #M5Memories,EverydayShevine,"Los Angeles, CA",,Just a Fan page of the Shevine Love & I'm NOT ADAM LEVINE Been loving Maroon 5 for 11 plus Years Too #OneLove #AdamAndBehatiForever ❤️,,,False,1566,578,27,Wed Jul 08 19:30:37 +0000 2015,160882,,,False,False,56494,,1338749125936861185,False,False,False,ABB8C2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1333827137690714112/tvtMuZaA_normal.jpg,https://pbs.twimg.com/profile_images/1333827137690714112/tvtMuZaA_normal.jpg,https://pbs.twimg.com/profile_banners/3366400617/1595816103,0084B4,000000,000000,000000,True,True,False,False,False,False,False,none
text,3366400617,3366400617,everyday shevine / Nobody’s Love #M5Memories,EverydayShevine,"Los Angeles, CA",,Just a Fan page of the Shevine Love & I'm NOT ADAM LEVINE Been loving Maroon 5 for 11 plus Years Too #OneLove #AdamAndBehatiForever ❤️,,,False,1566,578,27,Wed Jul 08 19:30:37 +0000 2015,160882,,,False,False,56494,,RT @ABpluv: King Adam with his one and only Queen Behati 😎😊☺️❤️ https://t.co/R5gFu6wTXF,False,False,False,ABB8C2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1333827137690714112/tvtMuZaA_normal.jpg,https://pbs.twimg.com/profile_images/1333827137690714112/tvtMuZaA_normal.jpg,https://pbs.twimg.com/profile_banners/3366400617/1595816103,0084B4,000000,000000,000000,True,True,False,False,False,False,False,none
truncated,3366400617,3366400617,everyday shevine / Nobody’s Love #M5Memories,EverydayShevine,"Los Angeles, CA",,Just a Fan page of the Shevine Love & I'm NOT ADAM LEVINE Been loving Maroon 5 for 11 plus Years Too #OneLove #AdamAndBehatiForever ❤️,,,False,1566,578,27,Wed Jul 08 19:30:37 +0000 2015,160882,,,False,False,56494,,False,False,False,False,ABB8C2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1333827137690714112/tvtMuZaA_normal.jpg,https://pbs.twimg.com/profile_images/1333827137690714112/tvtMuZaA_normal.jpg,https://pbs.twimg.com/profile_banners/3366400617/1595816103,0084B4,000000,000000,000000,True,True,False,False,False,False,False,none
entities,3366400617,3366400617,everyday shevine / Nobody’s Love #M5Memories,EverydayShevine,"Los Angeles, CA",,Just a Fan page of the Shevine Love & I'm NOT ADAM LEVINE Been loving Maroon 5 for 11 plus Years Too #OneLove #AdamAndBehatiForever ❤️,,,False,1566,578,27,Wed Jul 08 19:30:37 +0000 2015,160882,,,False,False,56494,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ABpluv', 'name': 'BehadamLove', 'id': 1328580106596528129, 'id_str': '1328580106596528129', 'indices': [3, 10]}], 'urls': [], 'media': [{'id': 1338748937847521284, 'id_str': '1338748937847521284', 'indices': [64, 87], 'media_url': 'http://pbs.twimg.com/media/EpQxEOPVQAQpHeS.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EpQxEOPVQAQpHeS.jpg', 'url': 'https://t.co/R5gFu6wTXF', 'display_url': 'pic.twitter.com/R5gFu6wTXF', 'expanded_url': 'https://twitter.com/ABpluv/status/1338748946605215744/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 896, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1530, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 508, 'h': 680, 'resize': 'fit'}}, 'source_status_id': 1338748946605215744, 'source_status_id_str': '1338748946605215744', 'source_user_id': 1328580106596528129, 'source_user_id_str': '1328580106596528129'}]}",False,False,False,ABB8C2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1333827137690714112/tvtMuZaA_normal.jpg,https://pbs.twimg.com/profile_images/1333827137690714112/tvtMuZaA_normal.jpg,https://pbs.twimg.com/profile_banners/3366400617/1595816103,0084B4,000000,000000,000000,True,True,False,False,False,False,False,none
extended_entities,3366400617,3366400617,everyday shevine / Nobody’s Love #M5Memories,EverydayShevine,"Los Angeles, CA",,Just a Fan page of the Shevine Love & I'm NOT ADAM LEVINE Been loving Maroon 5 for 11 plus Years Too #OneLove #AdamAndBehatiForever ❤️,,,False,1566,578,27,Wed Jul 08 19:30:37 +0000 2015,160882,,,False,False,56494,,"{'media': [{'id': 1338748937847521284, 'id_str': '1338748937847521284', 'indices': [64, 87], 'media_url': 'http://pbs.twimg.com/media/EpQxEOPVQAQpHeS.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EpQxEOPVQAQpHeS.jpg', 'url': 'https://t.co/R5gFu6wTXF', 'display_url': 'pic.twitter.com/R5gFu6wTXF', 'expanded_url': 'https://twitter.com/ABpluv/status/1338748946605215744/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 896, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1530, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 508, 'h': 680, 'resize': 'fit'}}, 'source_status_id': 1338748946605215744, 'source_status_id_str': '1338748946605215744', 'source_user_id': 1328580106596528129, 'source_user_id_str': '1328580106596528129'}, {'id': 1338748937839104000, 'id_str': '1338748937839104000', 'indices': [64, 87], 'media_url': 'http://pbs.twimg.com/media/EpQxEONU0AAjitB.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EpQxEONU0AAjitB.jpg', 'url': 'https://t.co/R5gFu6wTXF', 'display_url': 'pic.twitter.com/R5gFu6wTXF', 'expanded_url': 'https://twitter.com/ABpluv/status/1338748946605215744/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 508, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1530, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 896, 'h': 1200, 'resize': 'fit'}}, 'source_status_id': 1338748946605215744, 'source_status_id_str': '1338748946605215744', 'source_user_id': 1328580106596528129, 'source_user_id_str': '1328580106596528129'}]}",False,False,False,ABB8C2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1333827137690714112/tvtMuZaA_normal.jpg,https://pbs.twimg.com/profile_images/1333827137690714112/tvtMuZaA_normal.jpg,https://pbs.twimg.com/profile_banners/3366400617/1595816103,0084B4,000000,000000,000000,True,True,False,False,False,False,False,none
source,3366400617,3366400617,everyday shevine / Nobody’s Love #M5Memories,EverydayShevine,"Los Angeles, CA",,Just a Fan page of the Shevine Love & I'm NOT ADAM LEVINE Been loving Maroon 5 for 11 plus Years Too #OneLove #AdamAndBehatiForever ❤️,,,False,1566,578,27,Wed Jul 08 19:30:37 +0000 2015,160882,,,False,False,56494,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",False,False,False,ABB8C2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1333827137690714112/tvtMuZaA_normal.jpg,https://pbs.twimg.com/profile_images/1333827137690714112/tvtMuZaA_normal.jpg,https://pbs.twimg.com/profile_banners/3366400617/1595816103,0084B4,000000,000000,000000,True,True,False,False,False,False,False,none
in_reply_to_status_id,3366400617,3366400617,everyday shevine / Nobody’s Love #M5Memories,EverydayShevine,"Los Angeles, CA",,Just a Fan page of the Shevine Love & I'm NOT ADAM LEVINE Been loving Maroon 5 for 11 plus Years Too #OneLove #AdamAndBehatiForever ❤️,,,False,1566,578,27,Wed Jul 08 19:30:37 +0000 2015,160882,,,False,False,56494,,,False,False,False,ABB8C2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1333827137690714112/tvtMuZaA_normal.jpg,https://pbs.twimg.com/profile_images/1333827137690714112/tvtMuZaA_normal.jpg,https://pbs.twimg.com/profile_banners/3366400617/1595816103,0084B4,000000,000000,000000,True,True,False,False,False,False,False,none
