,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
description,1009618290904391680,1009618290904391680,Cass,houseofcassie,,,+ i love you. || she/her,,{'urls': []},False,301,387,3,Thu Jun 21 02:05:33 +0000 2018,10641,,,False,False,4316,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_banners/1009618290904391680/1607314929,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
created_at,1009618290904391680,1009618290904391680,Cass,houseofcassie,,,+ i love you. || she/her,,,False,301,387,3,Thu Jun 21 02:05:33 +0000 2018,10641,,,False,False,4316,,Tue Dec 15 05:16:22 +0000 2020,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_banners/1009618290904391680/1607314929,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id,1009618290904391680,1009618290904391680,Cass,houseofcassie,,,+ i love you. || she/her,,,False,301,387,3,Thu Jun 21 02:05:33 +0000 2018,10641,,,False,False,4316,,1338714495225651201,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_banners/1009618290904391680/1607314929,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id_str,1009618290904391680,1009618290904391680,Cass,houseofcassie,,,+ i love you. || she/her,,,False,301,387,3,Thu Jun 21 02:05:33 +0000 2018,10641,,,False,False,4316,,1338714495225651201,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_banners/1009618290904391680/1607314929,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
text,1009618290904391680,1009618290904391680,Cass,houseofcassie,,,+ i love you. || she/her,,,False,301,387,3,Thu Jun 21 02:05:33 +0000 2018,10641,,,False,False,4316,,men really wake up every morning a choose violence,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_banners/1009618290904391680/1607314929,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
truncated,1009618290904391680,1009618290904391680,Cass,houseofcassie,,,+ i love you. || she/her,,,False,301,387,3,Thu Jun 21 02:05:33 +0000 2018,10641,,,False,False,4316,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_banners/1009618290904391680/1607314929,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
entities,1009618290904391680,1009618290904391680,Cass,houseofcassie,,,+ i love you. || she/her,,,False,301,387,3,Thu Jun 21 02:05:33 +0000 2018,10641,,,False,False,4316,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_banners/1009618290904391680/1607314929,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
source,1009618290904391680,1009618290904391680,Cass,houseofcassie,,,+ i love you. || she/her,,,False,301,387,3,Thu Jun 21 02:05:33 +0000 2018,10641,,,False,False,4316,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_banners/1009618290904391680/1607314929,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id,1009618290904391680,1009618290904391680,Cass,houseofcassie,,,+ i love you. || she/her,,,False,301,387,3,Thu Jun 21 02:05:33 +0000 2018,10641,,,False,False,4316,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_banners/1009618290904391680/1607314929,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id_str,1009618290904391680,1009618290904391680,Cass,houseofcassie,,,+ i love you. || she/her,,,False,301,387,3,Thu Jun 21 02:05:33 +0000 2018,10641,,,False,False,4316,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_banners/1009618290904391680/1607314929,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id,1009618290904391680,1009618290904391680,Cass,houseofcassie,,,+ i love you. || she/her,,,False,301,387,3,Thu Jun 21 02:05:33 +0000 2018,10641,,,False,False,4316,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_banners/1009618290904391680/1607314929,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id_str,1009618290904391680,1009618290904391680,Cass,houseofcassie,,,+ i love you. || she/her,,,False,301,387,3,Thu Jun 21 02:05:33 +0000 2018,10641,,,False,False,4316,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_banners/1009618290904391680/1607314929,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_screen_name,1009618290904391680,1009618290904391680,Cass,houseofcassie,,,+ i love you. || she/her,,,False,301,387,3,Thu Jun 21 02:05:33 +0000 2018,10641,,,False,False,4316,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_banners/1009618290904391680/1607314929,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
geo,1009618290904391680,1009618290904391680,Cass,houseofcassie,,,+ i love you. || she/her,,,False,301,387,3,Thu Jun 21 02:05:33 +0000 2018,10641,,,False,False,4316,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_banners/1009618290904391680/1607314929,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
coordinates,1009618290904391680,1009618290904391680,Cass,houseofcassie,,,+ i love you. || she/her,,,False,301,387,3,Thu Jun 21 02:05:33 +0000 2018,10641,,,False,False,4316,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_banners/1009618290904391680/1607314929,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
place,1009618290904391680,1009618290904391680,Cass,houseofcassie,,,+ i love you. || she/her,,,False,301,387,3,Thu Jun 21 02:05:33 +0000 2018,10641,,,False,False,4316,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_banners/1009618290904391680/1607314929,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
contributors,1009618290904391680,1009618290904391680,Cass,houseofcassie,,,+ i love you. || she/her,,,False,301,387,3,Thu Jun 21 02:05:33 +0000 2018,10641,,,False,False,4316,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_images/1335801685797720065/ovXGn2x9_normal.jpg,https://pbs.twimg.com/profile_banners/1009618290904391680/1607314929,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
