,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
url,1324065239848099840,1324065239848099840,hannah ♡,larryzluvchild,crying in mr tomlinsons dms,,slut for amnesia fics || better than words supremacy || she/her ⋆.*ೃ✧,https://t.co/2j6zW5sC2u,"{'urls': [{'url': 'https://t.co/2j6zW5sC2u', 'expanded_url': 'http://taylor.runs.the.music.industry.com', 'display_url': 'taylor.runs.the.music.industry.com', 'indices': [0, 23]}]}",False,243,519,3,Wed Nov 04 19:05:34 +0000 2020,5495,,,False,False,667,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_banners/1324065239848099840/1606462598,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
description,1324065239848099840,1324065239848099840,hannah ♡,larryzluvchild,crying in mr tomlinsons dms,,slut for amnesia fics || better than words supremacy || she/her ⋆.*ೃ✧,https://t.co/2j6zW5sC2u,{'urls': []},False,243,519,3,Wed Nov 04 19:05:34 +0000 2020,5495,,,False,False,667,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_banners/1324065239848099840/1606462598,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
created_at,1324065239848099840,1324065239848099840,hannah ♡,larryzluvchild,crying in mr tomlinsons dms,,slut for amnesia fics || better than words supremacy || she/her ⋆.*ೃ✧,https://t.co/2j6zW5sC2u,,False,243,519,3,Wed Nov 04 19:05:34 +0000 2020,5495,,,False,False,667,,Tue Dec 15 04:31:21 +0000 2020,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_banners/1324065239848099840/1606462598,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id,1324065239848099840,1324065239848099840,hannah ♡,larryzluvchild,crying in mr tomlinsons dms,,slut for amnesia fics || better than words supremacy || she/her ⋆.*ೃ✧,https://t.co/2j6zW5sC2u,,False,243,519,3,Wed Nov 04 19:05:34 +0000 2020,5495,,,False,False,667,,1338703165261287425,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_banners/1324065239848099840/1606462598,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id_str,1324065239848099840,1324065239848099840,hannah ♡,larryzluvchild,crying in mr tomlinsons dms,,slut for amnesia fics || better than words supremacy || she/her ⋆.*ೃ✧,https://t.co/2j6zW5sC2u,,False,243,519,3,Wed Nov 04 19:05:34 +0000 2020,5495,,,False,False,667,,1338703165261287425,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_banners/1324065239848099840/1606462598,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
text,1324065239848099840,1324065239848099840,hannah ♡,larryzluvchild,crying in mr tomlinsons dms,,slut for amnesia fics || better than words supremacy || she/her ⋆.*ೃ✧,https://t.co/2j6zW5sC2u,,False,243,519,3,Wed Nov 04 19:05:34 +0000 2020,5495,,,False,False,667,,@harrysguccishrt yeah maybe she’s not anti but she’s like “oh i know everything about harry styles and after paige… https://t.co/8g0hP4Bk12,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_banners/1324065239848099840/1606462598,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
truncated,1324065239848099840,1324065239848099840,hannah ♡,larryzluvchild,crying in mr tomlinsons dms,,slut for amnesia fics || better than words supremacy || she/her ⋆.*ೃ✧,https://t.co/2j6zW5sC2u,,False,243,519,3,Wed Nov 04 19:05:34 +0000 2020,5495,,,False,False,667,,True,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_banners/1324065239848099840/1606462598,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
entities,1324065239848099840,1324065239848099840,hannah ♡,larryzluvchild,crying in mr tomlinsons dms,,slut for amnesia fics || better than words supremacy || she/her ⋆.*ೃ✧,https://t.co/2j6zW5sC2u,,False,243,519,3,Wed Nov 04 19:05:34 +0000 2020,5495,,,False,False,667,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'harrysguccishrt', 'name': 'lara | #1 kiwi stan', 'id': 1312925997201645568, 'id_str': '1312925997201645568', 'indices': [0, 16]}], 'urls': [{'url': 'https://t.co/8g0hP4Bk12', 'expanded_url': 'https://twitter.com/i/web/status/1338703165261287425', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_banners/1324065239848099840/1606462598,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
source,1324065239848099840,1324065239848099840,hannah ♡,larryzluvchild,crying in mr tomlinsons dms,,slut for amnesia fics || better than words supremacy || she/her ⋆.*ೃ✧,https://t.co/2j6zW5sC2u,,False,243,519,3,Wed Nov 04 19:05:34 +0000 2020,5495,,,False,False,667,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_banners/1324065239848099840/1606462598,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id,1324065239848099840,1324065239848099840,hannah ♡,larryzluvchild,crying in mr tomlinsons dms,,slut for amnesia fics || better than words supremacy || she/her ⋆.*ೃ✧,https://t.co/2j6zW5sC2u,,False,243,519,3,Wed Nov 04 19:05:34 +0000 2020,5495,,,False,False,667,,1338702986000789505,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_banners/1324065239848099840/1606462598,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id_str,1324065239848099840,1324065239848099840,hannah ♡,larryzluvchild,crying in mr tomlinsons dms,,slut for amnesia fics || better than words supremacy || she/her ⋆.*ೃ✧,https://t.co/2j6zW5sC2u,,False,243,519,3,Wed Nov 04 19:05:34 +0000 2020,5495,,,False,False,667,,1338702986000789505,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_banners/1324065239848099840/1606462598,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id,1324065239848099840,1324065239848099840,hannah ♡,larryzluvchild,crying in mr tomlinsons dms,,slut for amnesia fics || better than words supremacy || she/her ⋆.*ೃ✧,https://t.co/2j6zW5sC2u,,False,243,519,3,Wed Nov 04 19:05:34 +0000 2020,5495,,,False,False,667,,1312925997201645568,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_banners/1324065239848099840/1606462598,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id_str,1324065239848099840,1324065239848099840,hannah ♡,larryzluvchild,crying in mr tomlinsons dms,,slut for amnesia fics || better than words supremacy || she/her ⋆.*ೃ✧,https://t.co/2j6zW5sC2u,,False,243,519,3,Wed Nov 04 19:05:34 +0000 2020,5495,,,False,False,667,,1312925997201645568,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_banners/1324065239848099840/1606462598,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_screen_name,1324065239848099840,1324065239848099840,hannah ♡,larryzluvchild,crying in mr tomlinsons dms,,slut for amnesia fics || better than words supremacy || she/her ⋆.*ೃ✧,https://t.co/2j6zW5sC2u,,False,243,519,3,Wed Nov 04 19:05:34 +0000 2020,5495,,,False,False,667,,harrysguccishrt,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_banners/1324065239848099840/1606462598,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
geo,1324065239848099840,1324065239848099840,hannah ♡,larryzluvchild,crying in mr tomlinsons dms,,slut for amnesia fics || better than words supremacy || she/her ⋆.*ೃ✧,https://t.co/2j6zW5sC2u,,False,243,519,3,Wed Nov 04 19:05:34 +0000 2020,5495,,,False,False,667,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_images/1324083445618888710/fBzHBbd4_normal.jpg,https://pbs.twimg.com/profile_banners/1324065239848099840/1606462598,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
