,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
description,1240061779381633024,1240061779381633024,𝐌𝐨𝐫𝐝𝐞𝐜𝐚𝐢 / 𝐒𝐮𝐧𝐞,OfBurningAshes,𝐴𝑟𝑜𝑢𝑛𝑑 ,,𝐼 𝑓𝑜𝑢𝑛𝑑 𝘩𝑒𝑟 𝑤𝘩𝑒𝑛 𝑠𝘩𝑒 𝑤𝑎𝑠 𝑏𝑟𝑜𝑘𝑒𝑛 | @ofsoftpetal ♡ | 𝑉𝑖𝑘𝑖𝑛𝑔𝑠 𝑅𝑃,,{'urls': []},False,47,57,0,Tue Mar 17 23:45:47 +0000 2020,9,,,False,False,2161,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324831020445675520/XPZ49Mrn_normal.jpg,https://pbs.twimg.com/profile_images/1324831020445675520/XPZ49Mrn_normal.jpg,https://pbs.twimg.com/profile_banners/1240061779381633024/1588313721,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
created_at,1240061779381633024,1240061779381633024,𝐌𝐨𝐫𝐝𝐞𝐜𝐚𝐢 / 𝐒𝐮𝐧𝐞,OfBurningAshes,𝐴𝑟𝑜𝑢𝑛𝑑 ,,𝐼 𝑓𝑜𝑢𝑛𝑑 𝘩𝑒𝑟 𝑤𝘩𝑒𝑛 𝑠𝘩𝑒 𝑤𝑎𝑠 𝑏𝑟𝑜𝑘𝑒𝑛 | @ofsoftpetal ♡ | 𝑉𝑖𝑘𝑖𝑛𝑔𝑠 𝑅𝑃,,,False,47,57,0,Tue Mar 17 23:45:47 +0000 2020,9,,,False,False,2161,,Mon Dec 14 20:32:56 +0000 2020,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324831020445675520/XPZ49Mrn_normal.jpg,https://pbs.twimg.com/profile_images/1324831020445675520/XPZ49Mrn_normal.jpg,https://pbs.twimg.com/profile_banners/1240061779381633024/1588313721,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id,1240061779381633024,1240061779381633024,𝐌𝐨𝐫𝐝𝐞𝐜𝐚𝐢 / 𝐒𝐮𝐧𝐞,OfBurningAshes,𝐴𝑟𝑜𝑢𝑛𝑑 ,,𝐼 𝑓𝑜𝑢𝑛𝑑 𝘩𝑒𝑟 𝑤𝘩𝑒𝑛 𝑠𝘩𝑒 𝑤𝑎𝑠 𝑏𝑟𝑜𝑘𝑒𝑛 | @ofsoftpetal ♡ | 𝑉𝑖𝑘𝑖𝑛𝑔𝑠 𝑅𝑃,,,False,47,57,0,Tue Mar 17 23:45:47 +0000 2020,9,,,False,False,2161,,1338582768687595520,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324831020445675520/XPZ49Mrn_normal.jpg,https://pbs.twimg.com/profile_images/1324831020445675520/XPZ49Mrn_normal.jpg,https://pbs.twimg.com/profile_banners/1240061779381633024/1588313721,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id_str,1240061779381633024,1240061779381633024,𝐌𝐨𝐫𝐝𝐞𝐜𝐚𝐢 / 𝐒𝐮𝐧𝐞,OfBurningAshes,𝐴𝑟𝑜𝑢𝑛𝑑 ,,𝐼 𝑓𝑜𝑢𝑛𝑑 𝘩𝑒𝑟 𝑤𝘩𝑒𝑛 𝑠𝘩𝑒 𝑤𝑎𝑠 𝑏𝑟𝑜𝑘𝑒𝑛 | @ofsoftpetal ♡ | 𝑉𝑖𝑘𝑖𝑛𝑔𝑠 𝑅𝑃,,,False,47,57,0,Tue Mar 17 23:45:47 +0000 2020,9,,,False,False,2161,,1338582768687595520,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324831020445675520/XPZ49Mrn_normal.jpg,https://pbs.twimg.com/profile_images/1324831020445675520/XPZ49Mrn_normal.jpg,https://pbs.twimg.com/profile_banners/1240061779381633024/1588313721,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
text,1240061779381633024,1240061779381633024,𝐌𝐨𝐫𝐝𝐞𝐜𝐚𝐢 / 𝐒𝐮𝐧𝐞,OfBurningAshes,𝐴𝑟𝑜𝑢𝑛𝑑 ,,𝐼 𝑓𝑜𝑢𝑛𝑑 𝘩𝑒𝑟 𝑤𝘩𝑒𝑛 𝑠𝘩𝑒 𝑤𝑎𝑠 𝑏𝑟𝑜𝑘𝑒𝑛 | @ofsoftpetal ♡ | 𝑉𝑖𝑘𝑖𝑛𝑔𝑠 𝑅𝑃,,,False,47,57,0,Tue Mar 17 23:45:47 +0000 2020,9,,,False,False,2161,,@ofsoftpetal He kissed her cheek.,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324831020445675520/XPZ49Mrn_normal.jpg,https://pbs.twimg.com/profile_images/1324831020445675520/XPZ49Mrn_normal.jpg,https://pbs.twimg.com/profile_banners/1240061779381633024/1588313721,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
truncated,1240061779381633024,1240061779381633024,𝐌𝐨𝐫𝐝𝐞𝐜𝐚𝐢 / 𝐒𝐮𝐧𝐞,OfBurningAshes,𝐴𝑟𝑜𝑢𝑛𝑑 ,,𝐼 𝑓𝑜𝑢𝑛𝑑 𝘩𝑒𝑟 𝑤𝘩𝑒𝑛 𝑠𝘩𝑒 𝑤𝑎𝑠 𝑏𝑟𝑜𝑘𝑒𝑛 | @ofsoftpetal ♡ | 𝑉𝑖𝑘𝑖𝑛𝑔𝑠 𝑅𝑃,,,False,47,57,0,Tue Mar 17 23:45:47 +0000 2020,9,,,False,False,2161,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324831020445675520/XPZ49Mrn_normal.jpg,https://pbs.twimg.com/profile_images/1324831020445675520/XPZ49Mrn_normal.jpg,https://pbs.twimg.com/profile_banners/1240061779381633024/1588313721,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
entities,1240061779381633024,1240061779381633024,𝐌𝐨𝐫𝐝𝐞𝐜𝐚𝐢 / 𝐒𝐮𝐧𝐞,OfBurningAshes,𝐴𝑟𝑜𝑢𝑛𝑑 ,,𝐼 𝑓𝑜𝑢𝑛𝑑 𝘩𝑒𝑟 𝑤𝘩𝑒𝑛 𝑠𝘩𝑒 𝑤𝑎𝑠 𝑏𝑟𝑜𝑘𝑒𝑛 | @ofsoftpetal ♡ | 𝑉𝑖𝑘𝑖𝑛𝑔𝑠 𝑅𝑃,,,False,47,57,0,Tue Mar 17 23:45:47 +0000 2020,9,,,False,False,2161,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ofsoftpetal', 'name': '— 𖥸˳ 𝑨𝒔𝒕𝒂 𝑺𝒊𝒈𝒇𝒓𝒆𝒅𝒊𝒂𝒏.', 'id': 1165300521827229697, 'id_str': '1165300521827229697', 'indices': [0, 12]}], 'urls': []}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324831020445675520/XPZ49Mrn_normal.jpg,https://pbs.twimg.com/profile_images/1324831020445675520/XPZ49Mrn_normal.jpg,https://pbs.twimg.com/profile_banners/1240061779381633024/1588313721,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
source,1240061779381633024,1240061779381633024,𝐌𝐨𝐫𝐝𝐞𝐜𝐚𝐢 / 𝐒𝐮𝐧𝐞,OfBurningAshes,𝐴𝑟𝑜𝑢𝑛𝑑 ,,𝐼 𝑓𝑜𝑢𝑛𝑑 𝘩𝑒𝑟 𝑤𝘩𝑒𝑛 𝑠𝘩𝑒 𝑤𝑎𝑠 𝑏𝑟𝑜𝑘𝑒𝑛 | @ofsoftpetal ♡ | 𝑉𝑖𝑘𝑖𝑛𝑔𝑠 𝑅𝑃,,,False,47,57,0,Tue Mar 17 23:45:47 +0000 2020,9,,,False,False,2161,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324831020445675520/XPZ49Mrn_normal.jpg,https://pbs.twimg.com/profile_images/1324831020445675520/XPZ49Mrn_normal.jpg,https://pbs.twimg.com/profile_banners/1240061779381633024/1588313721,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id,1240061779381633024,1240061779381633024,𝐌𝐨𝐫𝐝𝐞𝐜𝐚𝐢 / 𝐒𝐮𝐧𝐞,OfBurningAshes,𝐴𝑟𝑜𝑢𝑛𝑑 ,,𝐼 𝑓𝑜𝑢𝑛𝑑 𝘩𝑒𝑟 𝑤𝘩𝑒𝑛 𝑠𝘩𝑒 𝑤𝑎𝑠 𝑏𝑟𝑜𝑘𝑒𝑛 | @ofsoftpetal ♡ | 𝑉𝑖𝑘𝑖𝑛𝑔𝑠 𝑅𝑃,,,False,47,57,0,Tue Mar 17 23:45:47 +0000 2020,9,,,False,False,2161,,1338581311364231168,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324831020445675520/XPZ49Mrn_normal.jpg,https://pbs.twimg.com/profile_images/1324831020445675520/XPZ49Mrn_normal.jpg,https://pbs.twimg.com/profile_banners/1240061779381633024/1588313721,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id_str,1240061779381633024,1240061779381633024,𝐌𝐨𝐫𝐝𝐞𝐜𝐚𝐢 / 𝐒𝐮𝐧𝐞,OfBurningAshes,𝐴𝑟𝑜𝑢𝑛𝑑 ,,𝐼 𝑓𝑜𝑢𝑛𝑑 𝘩𝑒𝑟 𝑤𝘩𝑒𝑛 𝑠𝘩𝑒 𝑤𝑎𝑠 𝑏𝑟𝑜𝑘𝑒𝑛 | @ofsoftpetal ♡ | 𝑉𝑖𝑘𝑖𝑛𝑔𝑠 𝑅𝑃,,,False,47,57,0,Tue Mar 17 23:45:47 +0000 2020,9,,,False,False,2161,,1338581311364231168,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1324831020445675520/XPZ49Mrn_normal.jpg,https://pbs.twimg.com/profile_images/1324831020445675520/XPZ49Mrn_normal.jpg,https://pbs.twimg.com/profile_banners/1240061779381633024/1588313721,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
