,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
description,4864814308,4864814308,Moth,plastic_plants,,,Ethan swag | she/her,,{'urls': []},False,329,561,1,Sat Jan 30 19:12:37 +0000 2016,100380,,,True,False,1534,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_banners/4864814308/1591572992,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
created_at,4864814308,4864814308,Moth,plastic_plants,,,Ethan swag | she/her,,,False,329,561,1,Sat Jan 30 19:12:37 +0000 2016,100380,,,True,False,1534,,Tue Dec 15 02:24:38 +0000 2020,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_banners/4864814308/1591572992,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id,4864814308,4864814308,Moth,plastic_plants,,,Ethan swag | she/her,,,False,329,561,1,Sat Jan 30 19:12:37 +0000 2016,100380,,,True,False,1534,,1338671277935108103,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_banners/4864814308/1591572992,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id_str,4864814308,4864814308,Moth,plastic_plants,,,Ethan swag | she/her,,,False,329,561,1,Sat Jan 30 19:12:37 +0000 2016,100380,,,True,False,1534,,1338671277935108103,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_banners/4864814308/1591572992,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
text,4864814308,4864814308,Moth,plastic_plants,,,Ethan swag | she/her,,,False,329,561,1,Sat Jan 30 19:12:37 +0000 2016,100380,,,True,False,1534,,@CalamariTempura Omg no but if it’s your first time doing it by yourself it’s actually really fckn hard they use a tool to tighten it,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_banners/4864814308/1591572992,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
truncated,4864814308,4864814308,Moth,plastic_plants,,,Ethan swag | she/her,,,False,329,561,1,Sat Jan 30 19:12:37 +0000 2016,100380,,,True,False,1534,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_banners/4864814308/1591572992,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
entities,4864814308,4864814308,Moth,plastic_plants,,,Ethan swag | she/her,,,False,329,561,1,Sat Jan 30 19:12:37 +0000 2016,100380,,,True,False,1534,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CalamariTempura', 'name': 'zayn supremacist', 'id': 2553549230, 'id_str': '2553549230', 'indices': [0, 16]}], 'urls': []}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_banners/4864814308/1591572992,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
source,4864814308,4864814308,Moth,plastic_plants,,,Ethan swag | she/her,,,False,329,561,1,Sat Jan 30 19:12:37 +0000 2016,100380,,,True,False,1534,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_banners/4864814308/1591572992,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id,4864814308,4864814308,Moth,plastic_plants,,,Ethan swag | she/her,,,False,329,561,1,Sat Jan 30 19:12:37 +0000 2016,100380,,,True,False,1534,,1338585180303323138,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_banners/4864814308/1591572992,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id_str,4864814308,4864814308,Moth,plastic_plants,,,Ethan swag | she/her,,,False,329,561,1,Sat Jan 30 19:12:37 +0000 2016,100380,,,True,False,1534,,1338585180303323138,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_banners/4864814308/1591572992,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id,4864814308,4864814308,Moth,plastic_plants,,,Ethan swag | she/her,,,False,329,561,1,Sat Jan 30 19:12:37 +0000 2016,100380,,,True,False,1534,,2553549230,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_images/1333568922805743622/MXlKAedn_normal.jpg,https://pbs.twimg.com/profile_banners/4864814308/1591572992,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
