,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
description,1038110784121921537,1038110784121921537,Eric CIAramella’s Dirty Whistle,TheAndersPaul,"Florida, USA",,Physician Gas Passer in real life. Fly in a circus of elephants on twitter; Gator/Buckeye alumnus. Ex Charlestonian/Current Florida Man. Feel a Reckoning coming,,{'urls': []},False,3734,3846,1,Fri Sep 07 17:04:32 +0000 2018,47512,,,False,False,17317,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1263699641486520320/VBRXe_Uh_normal.jpg,https://pbs.twimg.com/profile_images/1263699641486520320/VBRXe_Uh_normal.jpg,https://pbs.twimg.com/profile_banners/1038110784121921537/1536498121,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
created_at,1038110784121921537,1038110784121921537,Eric CIAramella’s Dirty Whistle,TheAndersPaul,"Florida, USA",,Physician Gas Passer in real life. Fly in a circus of elephants on twitter; Gator/Buckeye alumnus. Ex Charlestonian/Current Florida Man. Feel a Reckoning coming,,,False,3734,3846,1,Fri Sep 07 17:04:32 +0000 2018,47512,,,False,False,17317,,Wed Dec 16 01:21:04 +0000 2020,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1263699641486520320/VBRXe_Uh_normal.jpg,https://pbs.twimg.com/profile_images/1263699641486520320/VBRXe_Uh_normal.jpg,https://pbs.twimg.com/profile_banners/1038110784121921537/1536498121,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
id,1038110784121921537,1038110784121921537,Eric CIAramella’s Dirty Whistle,TheAndersPaul,"Florida, USA",,Physician Gas Passer in real life. Fly in a circus of elephants on twitter; Gator/Buckeye alumnus. Ex Charlestonian/Current Florida Man. Feel a Reckoning coming,,,False,3734,3846,1,Fri Sep 07 17:04:32 +0000 2018,47512,,,False,False,17317,,1339017668804956168,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1263699641486520320/VBRXe_Uh_normal.jpg,https://pbs.twimg.com/profile_images/1263699641486520320/VBRXe_Uh_normal.jpg,https://pbs.twimg.com/profile_banners/1038110784121921537/1536498121,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
id_str,1038110784121921537,1038110784121921537,Eric CIAramella’s Dirty Whistle,TheAndersPaul,"Florida, USA",,Physician Gas Passer in real life. Fly in a circus of elephants on twitter; Gator/Buckeye alumnus. Ex Charlestonian/Current Florida Man. Feel a Reckoning coming,,,False,3734,3846,1,Fri Sep 07 17:04:32 +0000 2018,47512,,,False,False,17317,,1339017668804956168,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1263699641486520320/VBRXe_Uh_normal.jpg,https://pbs.twimg.com/profile_images/1263699641486520320/VBRXe_Uh_normal.jpg,https://pbs.twimg.com/profile_banners/1038110784121921537/1536498121,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
text,1038110784121921537,1038110784121921537,Eric CIAramella’s Dirty Whistle,TheAndersPaul,"Florida, USA",,Physician Gas Passer in real life. Fly in a circus of elephants on twitter; Gator/Buckeye alumnus. Ex Charlestonian/Current Florida Man. Feel a Reckoning coming,,,False,3734,3846,1,Fri Sep 07 17:04:32 +0000 2018,47512,,,False,False,17317,,@TexToxic Barr was in charge.,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1263699641486520320/VBRXe_Uh_normal.jpg,https://pbs.twimg.com/profile_images/1263699641486520320/VBRXe_Uh_normal.jpg,https://pbs.twimg.com/profile_banners/1038110784121921537/1536498121,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
truncated,1038110784121921537,1038110784121921537,Eric CIAramella’s Dirty Whistle,TheAndersPaul,"Florida, USA",,Physician Gas Passer in real life. Fly in a circus of elephants on twitter; Gator/Buckeye alumnus. Ex Charlestonian/Current Florida Man. Feel a Reckoning coming,,,False,3734,3846,1,Fri Sep 07 17:04:32 +0000 2018,47512,,,False,False,17317,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1263699641486520320/VBRXe_Uh_normal.jpg,https://pbs.twimg.com/profile_images/1263699641486520320/VBRXe_Uh_normal.jpg,https://pbs.twimg.com/profile_banners/1038110784121921537/1536498121,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
entities,1038110784121921537,1038110784121921537,Eric CIAramella’s Dirty Whistle,TheAndersPaul,"Florida, USA",,Physician Gas Passer in real life. Fly in a circus of elephants on twitter; Gator/Buckeye alumnus. Ex Charlestonian/Current Florida Man. Feel a Reckoning coming,,,False,3734,3846,1,Fri Sep 07 17:04:32 +0000 2018,47512,,,False,False,17317,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'TexToxic', 'name': '☣️Dr. Toxic Tex☣️', 'id': 1042993542946115584, 'id_str': '1042993542946115584', 'indices': [0, 9]}], 'urls': []}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1263699641486520320/VBRXe_Uh_normal.jpg,https://pbs.twimg.com/profile_images/1263699641486520320/VBRXe_Uh_normal.jpg,https://pbs.twimg.com/profile_banners/1038110784121921537/1536498121,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
source,1038110784121921537,1038110784121921537,Eric CIAramella’s Dirty Whistle,TheAndersPaul,"Florida, USA",,Physician Gas Passer in real life. Fly in a circus of elephants on twitter; Gator/Buckeye alumnus. Ex Charlestonian/Current Florida Man. Feel a Reckoning coming,,,False,3734,3846,1,Fri Sep 07 17:04:32 +0000 2018,47512,,,False,False,17317,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1263699641486520320/VBRXe_Uh_normal.jpg,https://pbs.twimg.com/profile_images/1263699641486520320/VBRXe_Uh_normal.jpg,https://pbs.twimg.com/profile_banners/1038110784121921537/1536498121,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
in_reply_to_status_id,1038110784121921537,1038110784121921537,Eric CIAramella’s Dirty Whistle,TheAndersPaul,"Florida, USA",,Physician Gas Passer in real life. Fly in a circus of elephants on twitter; Gator/Buckeye alumnus. Ex Charlestonian/Current Florida Man. Feel a Reckoning coming,,,False,3734,3846,1,Fri Sep 07 17:04:32 +0000 2018,47512,,,False,False,17317,,1339017161008951296,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1263699641486520320/VBRXe_Uh_normal.jpg,https://pbs.twimg.com/profile_images/1263699641486520320/VBRXe_Uh_normal.jpg,https://pbs.twimg.com/profile_banners/1038110784121921537/1536498121,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
in_reply_to_status_id_str,1038110784121921537,1038110784121921537,Eric CIAramella’s Dirty Whistle,TheAndersPaul,"Florida, USA",,Physician Gas Passer in real life. Fly in a circus of elephants on twitter; Gator/Buckeye alumnus. Ex Charlestonian/Current Florida Man. Feel a Reckoning coming,,,False,3734,3846,1,Fri Sep 07 17:04:32 +0000 2018,47512,,,False,False,17317,,1339017161008951296,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1263699641486520320/VBRXe_Uh_normal.jpg,https://pbs.twimg.com/profile_images/1263699641486520320/VBRXe_Uh_normal.jpg,https://pbs.twimg.com/profile_banners/1038110784121921537/1536498121,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
