,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
description,878063736107487232,878063736107487232,PrettyBrownEyes🤎,flwrswlove,Minding my buisness ,,she|her,,{'urls': []},False,298,285,1,Fri Jun 23 01:34:43 +0000 2017,25735,,,True,False,16528,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1332204802646962181/1yBIWP_r_normal.jpg,https://pbs.twimg.com/profile_images/1332204802646962181/1yBIWP_r_normal.jpg,https://pbs.twimg.com/profile_banners/878063736107487232/1599325900,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
created_at,878063736107487232,878063736107487232,PrettyBrownEyes🤎,flwrswlove,Minding my buisness ,,she|her,,,False,298,285,1,Fri Jun 23 01:34:43 +0000 2017,25735,,,True,False,16528,,Mon Dec 14 22:37:33 +0000 2020,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1332204802646962181/1yBIWP_r_normal.jpg,https://pbs.twimg.com/profile_images/1332204802646962181/1yBIWP_r_normal.jpg,https://pbs.twimg.com/profile_banners/878063736107487232/1599325900,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id,878063736107487232,878063736107487232,PrettyBrownEyes🤎,flwrswlove,Minding my buisness ,,she|her,,,False,298,285,1,Fri Jun 23 01:34:43 +0000 2017,25735,,,True,False,16528,,1338614130991837185,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1332204802646962181/1yBIWP_r_normal.jpg,https://pbs.twimg.com/profile_images/1332204802646962181/1yBIWP_r_normal.jpg,https://pbs.twimg.com/profile_banners/878063736107487232/1599325900,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id_str,878063736107487232,878063736107487232,PrettyBrownEyes🤎,flwrswlove,Minding my buisness ,,she|her,,,False,298,285,1,Fri Jun 23 01:34:43 +0000 2017,25735,,,True,False,16528,,1338614130991837185,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1332204802646962181/1yBIWP_r_normal.jpg,https://pbs.twimg.com/profile_images/1332204802646962181/1yBIWP_r_normal.jpg,https://pbs.twimg.com/profile_banners/878063736107487232/1599325900,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
text,878063736107487232,878063736107487232,PrettyBrownEyes🤎,flwrswlove,Minding my buisness ,,she|her,,,False,298,285,1,Fri Jun 23 01:34:43 +0000 2017,25735,,,True,False,16528,,Not me over here crying when kevin mom finally came home,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1332204802646962181/1yBIWP_r_normal.jpg,https://pbs.twimg.com/profile_images/1332204802646962181/1yBIWP_r_normal.jpg,https://pbs.twimg.com/profile_banners/878063736107487232/1599325900,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
truncated,878063736107487232,878063736107487232,PrettyBrownEyes🤎,flwrswlove,Minding my buisness ,,she|her,,,False,298,285,1,Fri Jun 23 01:34:43 +0000 2017,25735,,,True,False,16528,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1332204802646962181/1yBIWP_r_normal.jpg,https://pbs.twimg.com/profile_images/1332204802646962181/1yBIWP_r_normal.jpg,https://pbs.twimg.com/profile_banners/878063736107487232/1599325900,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
entities,878063736107487232,878063736107487232,PrettyBrownEyes🤎,flwrswlove,Minding my buisness ,,she|her,,,False,298,285,1,Fri Jun 23 01:34:43 +0000 2017,25735,,,True,False,16528,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1332204802646962181/1yBIWP_r_normal.jpg,https://pbs.twimg.com/profile_images/1332204802646962181/1yBIWP_r_normal.jpg,https://pbs.twimg.com/profile_banners/878063736107487232/1599325900,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
source,878063736107487232,878063736107487232,PrettyBrownEyes🤎,flwrswlove,Minding my buisness ,,she|her,,,False,298,285,1,Fri Jun 23 01:34:43 +0000 2017,25735,,,True,False,16528,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1332204802646962181/1yBIWP_r_normal.jpg,https://pbs.twimg.com/profile_images/1332204802646962181/1yBIWP_r_normal.jpg,https://pbs.twimg.com/profile_banners/878063736107487232/1599325900,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id,878063736107487232,878063736107487232,PrettyBrownEyes🤎,flwrswlove,Minding my buisness ,,she|her,,,False,298,285,1,Fri Jun 23 01:34:43 +0000 2017,25735,,,True,False,16528,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1332204802646962181/1yBIWP_r_normal.jpg,https://pbs.twimg.com/profile_images/1332204802646962181/1yBIWP_r_normal.jpg,https://pbs.twimg.com/profile_banners/878063736107487232/1599325900,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id_str,878063736107487232,878063736107487232,PrettyBrownEyes🤎,flwrswlove,Minding my buisness ,,she|her,,,False,298,285,1,Fri Jun 23 01:34:43 +0000 2017,25735,,,True,False,16528,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1332204802646962181/1yBIWP_r_normal.jpg,https://pbs.twimg.com/profile_images/1332204802646962181/1yBIWP_r_normal.jpg,https://pbs.twimg.com/profile_banners/878063736107487232/1599325900,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
