,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
url,73355957,73355957,Sammi,33Sammi32,Honolulu HI,,健康第一感謝第一❤️ Working mom of 2 ❤️ I love to help others with positivity and facts ❤️ https://t.co/VC6NU0yDos #cptsd #npdsurvivor #bilingual #bicultural,https://t.co/jYUwyx6clH,"{'urls': [{'url': 'https://t.co/jYUwyx6clH', 'expanded_url': 'http://www.youtube.com/33Sammi32', 'display_url': 'youtube.com/33Sammi32', 'indices': [0, 23]}]}",False,400,567,29,Fri Sep 11 10:25:29 +0000 2009,4842,,,True,False,17253,,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,http://pbs.twimg.com/profile_images/1337539235436318720/yYEMyQxY_normal.jpg,https://pbs.twimg.com/profile_images/1337539235436318720/yYEMyQxY_normal.jpg,https://pbs.twimg.com/profile_banners/73355957/1606371874,FF0000,CC3366,E5507E,362720,True,False,False,False,False,False,False,regular
description,73355957,73355957,Sammi,33Sammi32,Honolulu HI,,健康第一感謝第一❤️ Working mom of 2 ❤️ I love to help others with positivity and facts ❤️ https://t.co/VC6NU0yDos #cptsd #npdsurvivor #bilingual #bicultural,https://t.co/jYUwyx6clH,"{'urls': [{'url': 'https://t.co/VC6NU0yDos', 'expanded_url': 'http://33sammi32.blogspot.com', 'display_url': '33sammi32.blogspot.com', 'indices': [82, 105]}]}",False,400,567,29,Fri Sep 11 10:25:29 +0000 2009,4842,,,True,False,17253,,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,http://pbs.twimg.com/profile_images/1337539235436318720/yYEMyQxY_normal.jpg,https://pbs.twimg.com/profile_images/1337539235436318720/yYEMyQxY_normal.jpg,https://pbs.twimg.com/profile_banners/73355957/1606371874,FF0000,CC3366,E5507E,362720,True,False,False,False,False,False,False,regular
created_at,73355957,73355957,Sammi,33Sammi32,Honolulu HI,,健康第一感謝第一❤️ Working mom of 2 ❤️ I love to help others with positivity and facts ❤️ https://t.co/VC6NU0yDos #cptsd #npdsurvivor #bilingual #bicultural,https://t.co/jYUwyx6clH,,False,400,567,29,Fri Sep 11 10:25:29 +0000 2009,4842,,,True,False,17253,,Tue Dec 15 11:22:02 +0000 2020,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,http://pbs.twimg.com/profile_images/1337539235436318720/yYEMyQxY_normal.jpg,https://pbs.twimg.com/profile_images/1337539235436318720/yYEMyQxY_normal.jpg,https://pbs.twimg.com/profile_banners/73355957/1606371874,FF0000,CC3366,E5507E,362720,True,False,False,False,False,False,False,regular
id,73355957,73355957,Sammi,33Sammi32,Honolulu HI,,健康第一感謝第一❤️ Working mom of 2 ❤️ I love to help others with positivity and facts ❤️ https://t.co/VC6NU0yDos #cptsd #npdsurvivor #bilingual #bicultural,https://t.co/jYUwyx6clH,,False,400,567,29,Fri Sep 11 10:25:29 +0000 2009,4842,,,True,False,17253,,1338806518523674624,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,http://pbs.twimg.com/profile_images/1337539235436318720/yYEMyQxY_normal.jpg,https://pbs.twimg.com/profile_images/1337539235436318720/yYEMyQxY_normal.jpg,https://pbs.twimg.com/profile_banners/73355957/1606371874,FF0000,CC3366,E5507E,362720,True,False,False,False,False,False,False,regular
id_str,73355957,73355957,Sammi,33Sammi32,Honolulu HI,,健康第一感謝第一❤️ Working mom of 2 ❤️ I love to help others with positivity and facts ❤️ https://t.co/VC6NU0yDos #cptsd #npdsurvivor #bilingual #bicultural,https://t.co/jYUwyx6clH,,False,400,567,29,Fri Sep 11 10:25:29 +0000 2009,4842,,,True,False,17253,,1338806518523674624,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,http://pbs.twimg.com/profile_images/1337539235436318720/yYEMyQxY_normal.jpg,https://pbs.twimg.com/profile_images/1337539235436318720/yYEMyQxY_normal.jpg,https://pbs.twimg.com/profile_banners/73355957/1606371874,FF0000,CC3366,E5507E,362720,True,False,False,False,False,False,False,regular
text,73355957,73355957,Sammi,33Sammi32,Honolulu HI,,健康第一感謝第一❤️ Working mom of 2 ❤️ I love to help others with positivity and facts ❤️ https://t.co/VC6NU0yDos #cptsd #npdsurvivor #bilingual #bicultural,https://t.co/jYUwyx6clH,,False,400,567,29,Fri Sep 11 10:25:29 +0000 2009,4842,,,True,False,17253,,"💯 I mean the CPTSD is still there and I needed CBT, EMDR, meditation, SamE, 5HTP, and a whole lot of other things t… https://t.co/z2zkA5iIca",False,False,False,642D8B,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,http://pbs.twimg.com/profile_images/1337539235436318720/yYEMyQxY_normal.jpg,https://pbs.twimg.com/profile_images/1337539235436318720/yYEMyQxY_normal.jpg,https://pbs.twimg.com/profile_banners/73355957/1606371874,FF0000,CC3366,E5507E,362720,True,False,False,False,False,False,False,regular
truncated,73355957,73355957,Sammi,33Sammi32,Honolulu HI,,健康第一感謝第一❤️ Working mom of 2 ❤️ I love to help others with positivity and facts ❤️ https://t.co/VC6NU0yDos #cptsd #npdsurvivor #bilingual #bicultural,https://t.co/jYUwyx6clH,,False,400,567,29,Fri Sep 11 10:25:29 +0000 2009,4842,,,True,False,17253,,True,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,http://pbs.twimg.com/profile_images/1337539235436318720/yYEMyQxY_normal.jpg,https://pbs.twimg.com/profile_images/1337539235436318720/yYEMyQxY_normal.jpg,https://pbs.twimg.com/profile_banners/73355957/1606371874,FF0000,CC3366,E5507E,362720,True,False,False,False,False,False,False,regular
entities,73355957,73355957,Sammi,33Sammi32,Honolulu HI,,健康第一感謝第一❤️ Working mom of 2 ❤️ I love to help others with positivity and facts ❤️ https://t.co/VC6NU0yDos #cptsd #npdsurvivor #bilingual #bicultural,https://t.co/jYUwyx6clH,,False,400,567,29,Fri Sep 11 10:25:29 +0000 2009,4842,,,True,False,17253,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/z2zkA5iIca', 'expanded_url': 'https://twitter.com/i/web/status/1338806518523674624', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",False,False,False,642D8B,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,http://pbs.twimg.com/profile_images/1337539235436318720/yYEMyQxY_normal.jpg,https://pbs.twimg.com/profile_images/1337539235436318720/yYEMyQxY_normal.jpg,https://pbs.twimg.com/profile_banners/73355957/1606371874,FF0000,CC3366,E5507E,362720,True,False,False,False,False,False,False,regular
source,73355957,73355957,Sammi,33Sammi32,Honolulu HI,,健康第一感謝第一❤️ Working mom of 2 ❤️ I love to help others with positivity and facts ❤️ https://t.co/VC6NU0yDos #cptsd #npdsurvivor #bilingual #bicultural,https://t.co/jYUwyx6clH,,False,400,567,29,Fri Sep 11 10:25:29 +0000 2009,4842,,,True,False,17253,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,False,False,642D8B,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,http://pbs.twimg.com/profile_images/1337539235436318720/yYEMyQxY_normal.jpg,https://pbs.twimg.com/profile_images/1337539235436318720/yYEMyQxY_normal.jpg,https://pbs.twimg.com/profile_banners/73355957/1606371874,FF0000,CC3366,E5507E,362720,True,False,False,False,False,False,False,regular
in_reply_to_status_id,73355957,73355957,Sammi,33Sammi32,Honolulu HI,,健康第一感謝第一❤️ Working mom of 2 ❤️ I love to help others with positivity and facts ❤️ https://t.co/VC6NU0yDos #cptsd #npdsurvivor #bilingual #bicultural,https://t.co/jYUwyx6clH,,False,400,567,29,Fri Sep 11 10:25:29 +0000 2009,4842,,,True,False,17253,,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,http://pbs.twimg.com/profile_images/1337539235436318720/yYEMyQxY_normal.jpg,https://pbs.twimg.com/profile_images/1337539235436318720/yYEMyQxY_normal.jpg,https://pbs.twimg.com/profile_banners/73355957/1606371874,FF0000,CC3366,E5507E,362720,True,False,False,False,False,False,False,regular
