,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
url,1255409800927641601,1255409800927641601,yunk mulia monalis 🍯,monalis__,,,Freelance emcee | SLDS-153 #senjasales | KC-DS-135 #mermaidqueen,https://t.co/yXr3ITVmRT,"{'urls': [{'url': 'https://t.co/yXr3ITVmRT', 'expanded_url': 'https://linktr.ee/byMonalis', 'display_url': 'linktr.ee/byMonalis', 'indices': [0, 23]}]}",False,249,349,0,Wed Apr 29 08:13:30 +0000 2020,1025,,,False,False,4653,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1318381737156648965/kfJmKBkh_normal.jpg,https://pbs.twimg.com/profile_images/1318381737156648965/kfJmKBkh_normal.jpg,https://pbs.twimg.com/profile_banners/1255409800927641601/1607086618,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
description,1255409800927641601,1255409800927641601,yunk mulia monalis 🍯,monalis__,,,Freelance emcee | SLDS-153 #senjasales | KC-DS-135 #mermaidqueen,https://t.co/yXr3ITVmRT,{'urls': []},False,249,349,0,Wed Apr 29 08:13:30 +0000 2020,1025,,,False,False,4653,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1318381737156648965/kfJmKBkh_normal.jpg,https://pbs.twimg.com/profile_images/1318381737156648965/kfJmKBkh_normal.jpg,https://pbs.twimg.com/profile_banners/1255409800927641601/1607086618,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
created_at,1255409800927641601,1255409800927641601,yunk mulia monalis 🍯,monalis__,,,Freelance emcee | SLDS-153 #senjasales | KC-DS-135 #mermaidqueen,https://t.co/yXr3ITVmRT,,False,249,349,0,Wed Apr 29 08:13:30 +0000 2020,1025,,,False,False,4653,,Tue Dec 15 06:52:25 +0000 2020,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1318381737156648965/kfJmKBkh_normal.jpg,https://pbs.twimg.com/profile_images/1318381737156648965/kfJmKBkh_normal.jpg,https://pbs.twimg.com/profile_banners/1255409800927641601/1607086618,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id,1255409800927641601,1255409800927641601,yunk mulia monalis 🍯,monalis__,,,Freelance emcee | SLDS-153 #senjasales | KC-DS-135 #mermaidqueen,https://t.co/yXr3ITVmRT,,False,249,349,0,Wed Apr 29 08:13:30 +0000 2020,1025,,,False,False,4653,,1338738668337434627,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1318381737156648965/kfJmKBkh_normal.jpg,https://pbs.twimg.com/profile_images/1318381737156648965/kfJmKBkh_normal.jpg,https://pbs.twimg.com/profile_banners/1255409800927641601/1607086618,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id_str,1255409800927641601,1255409800927641601,yunk mulia monalis 🍯,monalis__,,,Freelance emcee | SLDS-153 #senjasales | KC-DS-135 #mermaidqueen,https://t.co/yXr3ITVmRT,,False,249,349,0,Wed Apr 29 08:13:30 +0000 2020,1025,,,False,False,4653,,1338738668337434627,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1318381737156648965/kfJmKBkh_normal.jpg,https://pbs.twimg.com/profile_images/1318381737156648965/kfJmKBkh_normal.jpg,https://pbs.twimg.com/profile_banners/1255409800927641601/1607086618,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
text,1255409800927641601,1255409800927641601,yunk mulia monalis 🍯,monalis__,,,Freelance emcee | SLDS-153 #senjasales | KC-DS-135 #mermaidqueen,https://t.co/yXr3ITVmRT,,False,249,349,0,Wed Apr 29 08:13:30 +0000 2020,1025,,,False,False,4653,,"RT @dreamonnisha: Poll haritu ramai yg vote nak try @itskameliahq #KameliaTLM mascara!

So this is a giveaway 🥰

Syarat: RT je post ni! 

E…",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1318381737156648965/kfJmKBkh_normal.jpg,https://pbs.twimg.com/profile_images/1318381737156648965/kfJmKBkh_normal.jpg,https://pbs.twimg.com/profile_banners/1255409800927641601/1607086618,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
truncated,1255409800927641601,1255409800927641601,yunk mulia monalis 🍯,monalis__,,,Freelance emcee | SLDS-153 #senjasales | KC-DS-135 #mermaidqueen,https://t.co/yXr3ITVmRT,,False,249,349,0,Wed Apr 29 08:13:30 +0000 2020,1025,,,False,False,4653,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1318381737156648965/kfJmKBkh_normal.jpg,https://pbs.twimg.com/profile_images/1318381737156648965/kfJmKBkh_normal.jpg,https://pbs.twimg.com/profile_banners/1255409800927641601/1607086618,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
entities,1255409800927641601,1255409800927641601,yunk mulia monalis 🍯,monalis__,,,Freelance emcee | SLDS-153 #senjasales | KC-DS-135 #mermaidqueen,https://t.co/yXr3ITVmRT,,False,249,349,0,Wed Apr 29 08:13:30 +0000 2020,1025,,,False,False,4653,,"{'hashtags': [{'text': 'KameliaTLM', 'indices': [66, 77]}], 'symbols': [], 'user_mentions': [{'screen_name': 'dreamonnisha', 'name': 'Kamelia | Kamelia Cosmetics 🧜🏻\u200d♀️', 'id': 74165319, 'id_str': '74165319', 'indices': [3, 16]}, {'screen_name': 'itskameliahq', 'name': 'Kamelia® Cosmetics 🧜🏻\u200d♀️', 'id': 1235455068800823297, 'id_str': '1235455068800823297', 'indices': [52, 65]}], 'urls': []}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1318381737156648965/kfJmKBkh_normal.jpg,https://pbs.twimg.com/profile_images/1318381737156648965/kfJmKBkh_normal.jpg,https://pbs.twimg.com/profile_banners/1255409800927641601/1607086618,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
source,1255409800927641601,1255409800927641601,yunk mulia monalis 🍯,monalis__,,,Freelance emcee | SLDS-153 #senjasales | KC-DS-135 #mermaidqueen,https://t.co/yXr3ITVmRT,,False,249,349,0,Wed Apr 29 08:13:30 +0000 2020,1025,,,False,False,4653,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1318381737156648965/kfJmKBkh_normal.jpg,https://pbs.twimg.com/profile_images/1318381737156648965/kfJmKBkh_normal.jpg,https://pbs.twimg.com/profile_banners/1255409800927641601/1607086618,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id,1255409800927641601,1255409800927641601,yunk mulia monalis 🍯,monalis__,,,Freelance emcee | SLDS-153 #senjasales | KC-DS-135 #mermaidqueen,https://t.co/yXr3ITVmRT,,False,249,349,0,Wed Apr 29 08:13:30 +0000 2020,1025,,,False,False,4653,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1318381737156648965/kfJmKBkh_normal.jpg,https://pbs.twimg.com/profile_images/1318381737156648965/kfJmKBkh_normal.jpg,https://pbs.twimg.com/profile_banners/1255409800927641601/1607086618,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
