,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
url,1011138365138358273,1011138365138358273,f⁷,taeksj,s/her ⁷,,"@bts_twt; a safe place where i can love and support my little angel, jiminie ♡",https://t.co/mcCaE7lhhR,"{'urls': [{'url': 'https://t.co/mcCaE7lhhR', 'expanded_url': 'https://taeksj.carrd.co/', 'display_url': 'taeksj.carrd.co', 'indices': [0, 23]}]}",False,1989,504,66,Mon Jun 25 06:45:47 +0000 2018,51853,,,False,False,43074,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338526432813834246/7ezNQpA7_normal.jpg,https://pbs.twimg.com/profile_images/1338526432813834246/7ezNQpA7_normal.jpg,https://pbs.twimg.com/profile_banners/1011138365138358273/1607964866,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
description,1011138365138358273,1011138365138358273,f⁷,taeksj,s/her ⁷,,"@bts_twt; a safe place where i can love and support my little angel, jiminie ♡",https://t.co/mcCaE7lhhR,{'urls': []},False,1989,504,66,Mon Jun 25 06:45:47 +0000 2018,51853,,,False,False,43074,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338526432813834246/7ezNQpA7_normal.jpg,https://pbs.twimg.com/profile_images/1338526432813834246/7ezNQpA7_normal.jpg,https://pbs.twimg.com/profile_banners/1011138365138358273/1607964866,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
created_at,1011138365138358273,1011138365138358273,f⁷,taeksj,s/her ⁷,,"@bts_twt; a safe place where i can love and support my little angel, jiminie ♡",https://t.co/mcCaE7lhhR,,False,1989,504,66,Mon Jun 25 06:45:47 +0000 2018,51853,,,False,False,43074,,Tue Dec 15 03:27:33 +0000 2020,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338526432813834246/7ezNQpA7_normal.jpg,https://pbs.twimg.com/profile_images/1338526432813834246/7ezNQpA7_normal.jpg,https://pbs.twimg.com/profile_banners/1011138365138358273/1607964866,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
id,1011138365138358273,1011138365138358273,f⁷,taeksj,s/her ⁷,,"@bts_twt; a safe place where i can love and support my little angel, jiminie ♡",https://t.co/mcCaE7lhhR,,False,1989,504,66,Mon Jun 25 06:45:47 +0000 2018,51853,,,False,False,43074,,1338687111243829249,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338526432813834246/7ezNQpA7_normal.jpg,https://pbs.twimg.com/profile_images/1338526432813834246/7ezNQpA7_normal.jpg,https://pbs.twimg.com/profile_banners/1011138365138358273/1607964866,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
id_str,1011138365138358273,1011138365138358273,f⁷,taeksj,s/her ⁷,,"@bts_twt; a safe place where i can love and support my little angel, jiminie ♡",https://t.co/mcCaE7lhhR,,False,1989,504,66,Mon Jun 25 06:45:47 +0000 2018,51853,,,False,False,43074,,1338687111243829249,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338526432813834246/7ezNQpA7_normal.jpg,https://pbs.twimg.com/profile_images/1338526432813834246/7ezNQpA7_normal.jpg,https://pbs.twimg.com/profile_banners/1011138365138358273/1607964866,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
text,1011138365138358273,1011138365138358273,f⁷,taeksj,s/her ⁷,,"@bts_twt; a safe place where i can love and support my little angel, jiminie ♡",https://t.co/mcCaE7lhhR,,False,1989,504,66,Mon Jun 25 06:45:47 +0000 2018,51853,,,False,False,43074,,"— goodnight everyone, have a good one and stay safe ♡🐣 https://t.co/v8xu7DZqYs",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338526432813834246/7ezNQpA7_normal.jpg,https://pbs.twimg.com/profile_images/1338526432813834246/7ezNQpA7_normal.jpg,https://pbs.twimg.com/profile_banners/1011138365138358273/1607964866,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
truncated,1011138365138358273,1011138365138358273,f⁷,taeksj,s/her ⁷,,"@bts_twt; a safe place where i can love and support my little angel, jiminie ♡",https://t.co/mcCaE7lhhR,,False,1989,504,66,Mon Jun 25 06:45:47 +0000 2018,51853,,,False,False,43074,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338526432813834246/7ezNQpA7_normal.jpg,https://pbs.twimg.com/profile_images/1338526432813834246/7ezNQpA7_normal.jpg,https://pbs.twimg.com/profile_banners/1011138365138358273/1607964866,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
entities,1011138365138358273,1011138365138358273,f⁷,taeksj,s/her ⁷,,"@bts_twt; a safe place where i can love and support my little angel, jiminie ♡",https://t.co/mcCaE7lhhR,,False,1989,504,66,Mon Jun 25 06:45:47 +0000 2018,51853,,,False,False,43074,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1338687101840199681, 'id_str': '1338687101840199681', 'indices': [55, 78], 'media_url': 'http://pbs.twimg.com/media/EpP405KVEAE7_sH.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EpP405KVEAE7_sH.jpg', 'url': 'https://t.co/v8xu7DZqYs', 'display_url': 'pic.twitter.com/v8xu7DZqYs', 'expanded_url': 'https://twitter.com/taeksj/status/1338687111243829249/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 310, 'h': 310, 'resize': 'fit'}, 'small': {'w': 310, 'h': 310, 'resize': 'fit'}, 'medium': {'w': 310, 'h': 310, 'resize': 'fit'}}}]}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338526432813834246/7ezNQpA7_normal.jpg,https://pbs.twimg.com/profile_images/1338526432813834246/7ezNQpA7_normal.jpg,https://pbs.twimg.com/profile_banners/1011138365138358273/1607964866,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
extended_entities,1011138365138358273,1011138365138358273,f⁷,taeksj,s/her ⁷,,"@bts_twt; a safe place where i can love and support my little angel, jiminie ♡",https://t.co/mcCaE7lhhR,,False,1989,504,66,Mon Jun 25 06:45:47 +0000 2018,51853,,,False,False,43074,,"{'media': [{'id': 1338687101840199681, 'id_str': '1338687101840199681', 'indices': [55, 78], 'media_url': 'http://pbs.twimg.com/media/EpP405KVEAE7_sH.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EpP405KVEAE7_sH.jpg', 'url': 'https://t.co/v8xu7DZqYs', 'display_url': 'pic.twitter.com/v8xu7DZqYs', 'expanded_url': 'https://twitter.com/taeksj/status/1338687111243829249/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 310, 'h': 310, 'resize': 'fit'}, 'small': {'w': 310, 'h': 310, 'resize': 'fit'}, 'medium': {'w': 310, 'h': 310, 'resize': 'fit'}}}, {'id': 1338687101873782785, 'id_str': '1338687101873782785', 'indices': [55, 78], 'media_url': 'http://pbs.twimg.com/media/EpP405SVgAEkkHZ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EpP405SVgAEkkHZ.jpg', 'url': 'https://t.co/v8xu7DZqYs', 'display_url': 'pic.twitter.com/v8xu7DZqYs', 'expanded_url': 'https://twitter.com/taeksj/status/1338687111243829249/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 350, 'h': 350, 'resize': 'fit'}, 'medium': {'w': 350, 'h': 350, 'resize': 'fit'}, 'small': {'w': 350, 'h': 350, 'resize': 'fit'}}}]}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338526432813834246/7ezNQpA7_normal.jpg,https://pbs.twimg.com/profile_images/1338526432813834246/7ezNQpA7_normal.jpg,https://pbs.twimg.com/profile_banners/1011138365138358273/1607964866,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
source,1011138365138358273,1011138365138358273,f⁷,taeksj,s/her ⁷,,"@bts_twt; a safe place where i can love and support my little angel, jiminie ♡",https://t.co/mcCaE7lhhR,,False,1989,504,66,Mon Jun 25 06:45:47 +0000 2018,51853,,,False,False,43074,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1338526432813834246/7ezNQpA7_normal.jpg,https://pbs.twimg.com/profile_images/1338526432813834246/7ezNQpA7_normal.jpg,https://pbs.twimg.com/profile_banners/1011138365138358273/1607964866,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
