,id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type
description,1277026547564773376,1277026547564773376,amanda is on a limit ◡̈,amndahq,chillin in cedar rapids,,#TOMMY i hate all men | she/they//minor | quacktwt mcyttwt,,{'urls': []},False,965,944,25,Sat Jun 27 23:50:37 +0000 2020,2038,,,False,False,1265,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335252634274586625/GfFTjdHc_normal.jpg,https://pbs.twimg.com/profile_images/1335252634274586625/GfFTjdHc_normal.jpg,https://pbs.twimg.com/profile_banners/1277026547564773376/1607364946,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
created_at,1277026547564773376,1277026547564773376,amanda is on a limit ◡̈,amndahq,chillin in cedar rapids,,#TOMMY i hate all men | she/they//minor | quacktwt mcyttwt,,,False,965,944,25,Sat Jun 27 23:50:37 +0000 2020,2038,,,False,False,1265,,Tue Dec 15 03:58:45 +0000 2020,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335252634274586625/GfFTjdHc_normal.jpg,https://pbs.twimg.com/profile_images/1335252634274586625/GfFTjdHc_normal.jpg,https://pbs.twimg.com/profile_banners/1277026547564773376/1607364946,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id,1277026547564773376,1277026547564773376,amanda is on a limit ◡̈,amndahq,chillin in cedar rapids,,#TOMMY i hate all men | she/they//minor | quacktwt mcyttwt,,,False,965,944,25,Sat Jun 27 23:50:37 +0000 2020,2038,,,False,False,1265,,1338694964109250560,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335252634274586625/GfFTjdHc_normal.jpg,https://pbs.twimg.com/profile_images/1335252634274586625/GfFTjdHc_normal.jpg,https://pbs.twimg.com/profile_banners/1277026547564773376/1607364946,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
id_str,1277026547564773376,1277026547564773376,amanda is on a limit ◡̈,amndahq,chillin in cedar rapids,,#TOMMY i hate all men | she/they//minor | quacktwt mcyttwt,,,False,965,944,25,Sat Jun 27 23:50:37 +0000 2020,2038,,,False,False,1265,,1338694964109250560,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335252634274586625/GfFTjdHc_normal.jpg,https://pbs.twimg.com/profile_images/1335252634274586625/GfFTjdHc_normal.jpg,https://pbs.twimg.com/profile_banners/1277026547564773376/1607364946,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
text,1277026547564773376,1277026547564773376,amanda is on a limit ◡̈,amndahq,chillin in cedar rapids,,#TOMMY i hate all men | she/they//minor | quacktwt mcyttwt,,,False,965,944,25,Sat Jun 27 23:50:37 +0000 2020,2038,,,False,False,1265,,i ate 10 melatonin gummies because i thought they were fruit snacks see you guys tomorrow morning o7,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335252634274586625/GfFTjdHc_normal.jpg,https://pbs.twimg.com/profile_images/1335252634274586625/GfFTjdHc_normal.jpg,https://pbs.twimg.com/profile_banners/1277026547564773376/1607364946,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
truncated,1277026547564773376,1277026547564773376,amanda is on a limit ◡̈,amndahq,chillin in cedar rapids,,#TOMMY i hate all men | she/they//minor | quacktwt mcyttwt,,,False,965,944,25,Sat Jun 27 23:50:37 +0000 2020,2038,,,False,False,1265,,False,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335252634274586625/GfFTjdHc_normal.jpg,https://pbs.twimg.com/profile_images/1335252634274586625/GfFTjdHc_normal.jpg,https://pbs.twimg.com/profile_banners/1277026547564773376/1607364946,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
entities,1277026547564773376,1277026547564773376,amanda is on a limit ◡̈,amndahq,chillin in cedar rapids,,#TOMMY i hate all men | she/they//minor | quacktwt mcyttwt,,,False,965,944,25,Sat Jun 27 23:50:37 +0000 2020,2038,,,False,False,1265,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335252634274586625/GfFTjdHc_normal.jpg,https://pbs.twimg.com/profile_images/1335252634274586625/GfFTjdHc_normal.jpg,https://pbs.twimg.com/profile_banners/1277026547564773376/1607364946,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
source,1277026547564773376,1277026547564773376,amanda is on a limit ◡̈,amndahq,chillin in cedar rapids,,#TOMMY i hate all men | she/they//minor | quacktwt mcyttwt,,,False,965,944,25,Sat Jun 27 23:50:37 +0000 2020,2038,,,False,False,1265,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335252634274586625/GfFTjdHc_normal.jpg,https://pbs.twimg.com/profile_images/1335252634274586625/GfFTjdHc_normal.jpg,https://pbs.twimg.com/profile_banners/1277026547564773376/1607364946,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id,1277026547564773376,1277026547564773376,amanda is on a limit ◡̈,amndahq,chillin in cedar rapids,,#TOMMY i hate all men | she/they//minor | quacktwt mcyttwt,,,False,965,944,25,Sat Jun 27 23:50:37 +0000 2020,2038,,,False,False,1265,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335252634274586625/GfFTjdHc_normal.jpg,https://pbs.twimg.com/profile_images/1335252634274586625/GfFTjdHc_normal.jpg,https://pbs.twimg.com/profile_banners/1277026547564773376/1607364946,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_status_id_str,1277026547564773376,1277026547564773376,amanda is on a limit ◡̈,amndahq,chillin in cedar rapids,,#TOMMY i hate all men | she/they//minor | quacktwt mcyttwt,,,False,965,944,25,Sat Jun 27 23:50:37 +0000 2020,2038,,,False,False,1265,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335252634274586625/GfFTjdHc_normal.jpg,https://pbs.twimg.com/profile_images/1335252634274586625/GfFTjdHc_normal.jpg,https://pbs.twimg.com/profile_banners/1277026547564773376/1607364946,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
in_reply_to_user_id,1277026547564773376,1277026547564773376,amanda is on a limit ◡̈,amndahq,chillin in cedar rapids,,#TOMMY i hate all men | she/they//minor | quacktwt mcyttwt,,,False,965,944,25,Sat Jun 27 23:50:37 +0000 2020,2038,,,False,False,1265,,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1335252634274586625/GfFTjdHc_normal.jpg,https://pbs.twimg.com/profile_images/1335252634274586625/GfFTjdHc_normal.jpg,https://pbs.twimg.com/profile_banners/1277026547564773376/1607364946,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none
